GEND,SCHOOL,ZIP3,CONFUNI,CONFPR,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
120,10370,O6Y,179.0,II,1.0,875,87.0,4,0
120,10732,O8N,196.0,SI,4.0,987,98.16666666666667,4,1
119,10316,M6S,178.0,KI,1.0,893,88.16666666666667,5,0
120,11020,M9K,196.0,SIA,1.0,865,86.5,1,1
120,10759,O3A,196.0,SI,1.0,937,89.16666666666667,1,1
120,10542,L7W,191.0,ZI,1.0,867,86.0,2,0
119,10731,M0H,196.0,SI,3.0,892,87.16666666666667,3,1
119,10727,O4D,178.0,KY,2.0,823,82.33333333333333,1,0
120,10727,O4D,178.0,KKC,1.0,932,93.0,2,0
120,10913,M7C,178.0,KPR,1.0,933,87.66666666666667,4,0
120,11226,M7Q,194.0,OL,1.0,925,92.5,3,0
119,10720,M1H,199.0,AIH,1.0,873,87.16666666666667,2,0
120,10611,M3O,191.0,ZI,1.0,868,86.83333333333333,4,0
120,10410,M6L,,,,0,60.0,2,0
120,10253,O3L,179.0,II,4.0,843,81.5,3,0
119,11067,L5N,178.0,KI,3.0,913,90.5,2,0
120,10523,O6S,179.0,II,1.0,828,82.83333333333333,2,0
119,10302,M7N,196.0,SI,7.0,873,78.5,7,1
119,10698,N4D,199.0,AIN,4.0,732,73.16666666666667,3,0
120,11094,M7N,196.0,SI,1.0,890,89.0,1,1
120,10881,Q7B,196.0,SI,1.0,863,81.83333333333333,1,1
120,10835,M5H,178.0,KSO,1.0,898,87.5,3,0
119,10698,N4D,196.0,SIA,3.0,862,86.16666666666667,3,1
120,10889,N2T,194.0,OPS,1.0,885,60.166666666666664,9,0
120,10474,M7I,178.0,KKU,1.0,905,88.83333333333333,4,0
120,10947,N3N,178.0,KWS,5.0,907,88.5,4,0
120,10458,N3K,178.0,KKC,1.0,915,87.16666666666667,3,0
120,10922,N0B,194.0,OIR,3.0,923,89.33333333333333,2,0
120,10521,N6B,178.0,KKW,2.0,863,86.33333333333333,3,0
120,10720,M1N,190.0,PHH,3.0,798,79.83333333333333,2,0
119,10399,N0X,197.0,VNS,2.0,932,91.0,3,0
120,10372,N0C,196.0,SI,1.0,860,80.66666666666667,1,1
120,10508,N4I,194.0,OD,1.0,957,92.83333333333333,3,0
120,10757,M1H,191.0,ZI,1.0,820,81.33333333333333,4,0
120,10602,M2O,181.0,YIB,1.0,945,93.83333333333333,3,0
120,10523,O1M,196.0,SIA,3.0,930,92.66666666666667,3,1
120,10742,M5O,197.0,VNE,2.0,823,79.66666666666667,6,0
120,10523,O6Q,197.0,VNE,2.0,920,89.83333333333333,3,0
119,10402,L3L,196.0,SIA,1.0,942,93.0,1,1
120,10598,M6O,178.0,KKW,3.0,893,88.66666666666667,1,0
120,10410,M6I,190.0,PAV,3.0,757,73.33333333333333,4,0
120,10402,L1B,,,,695,60.0,3,0
120,10458,N3M,,,,933,91.66666666666667,10,0
120,10596,O1F,196.0,SIA,3.0,888,84.0,3,1
120,11225,M6H,196.0,SN,2.0,802,79.0,4,1
119,10215,M0C,196.0,SIA,1.0,835,80.83333333333333,1,1
120,10302,M7N,191.0,ZI,1.0,880,88.0,4,0
120,10647,M5F,194.0,OS,1.0,878,87.83333333333333,11,0
119,10318,M3O,198.0,NEC,1.0,890,86.66666666666667,3,0
120,10650,M6M,194.0,OIR,3.0,872,83.0,4,0
120,10721,M7T,178.0,KKU,1.0,860,84.66666666666667,3,0
120,11011,M8O,178.0,KII,1.0,937,92.83333333333333,2,0
120,10666,M8M,194.0,OSF,1.0,823,82.33333333333333,2,0
119,10824,N0D,178.0,KA,1.0,917,89.5,3,0
119,10366,N5M,194.0,OD,1.0,922,46.5,3,0
120,10400,M5A,178.0,KKU,1.0,880,87.16666666666667,2,0
120,10619,O3W,194.0,OD,1.0,947,94.33333333333333,3,0
120,11102,M5T,,,,953,93.0,6,0
120,10733,M7Z,196.0,SIA,1.0,807,80.33333333333333,1,1
120,10338,N2X,,,,0,50.666666666666664,3,0
120,10790,O0W,178.0,KSO,1.0,938,92.66666666666667,3,0
120,10922,N9Y,,,,922,91.0,2,0
120,10528,O2I,179.0,IY,1.0,817,65.33333333333333,8,0
120,10523,O6Q,,,,880,88.0,1,0
120,10456,M1M,178.0,KKU,1.0,832,83.16666666666667,3,0
120,11000,M5C,196.0,SIA,7.0,903,89.16666666666667,7,1
119,10396,N4I,196.0,SIA,1.0,925,92.5,1,1
120,11021,M0U,196.0,SIA,1.0,830,82.0,1,1
119,11020,M9K,178.0,KA,1.0,880,87.0,5,0
120,10578,M7D,178.0,KKC,2.0,887,84.0,3,0
120,10758,L8M,194.0,OHA,1.0,895,72.66666666666667,3,0
119,10780,M6N,178.0,KKU,1.0,873,87.33333333333333,2,0
119,11033,N2C,190.0,PIM,3.0,850,81.16666666666667,1,0
120,11024,M1S,196.0,SIA,1.0,847,84.33333333333333,1,1
120,10721,M7T,178.0,KKU,1.0,865,85.5,4,0
120,10295,O9O,177.0,BIB,5.0,827,82.0,3,0
120,11194,M4U,196.0,SI,1.0,815,81.5,1,1
120,11020,M9K,199.0,AIY,1.0,778,76.66666666666667,5,0
120,11024,M0H,196.0,SBP,1.0,975,96.66666666666667,2,1
120,10316,M6S,178.0,KKU,1.0,943,92.66666666666667,3,0
120,11000,M5C,190.0,PEZ,1.0,803,78.66666666666667,3,0
120,11000,M5C,190.0,PAV,6.0,805,79.0,5,0
120,10315,,199.0,AP,3.0,760,65.16666666666667,1,0
120,10872,L3H,193.0,RPP,1.0,807,79.66666666666667,10,0
120,10613,M4Z,194.0,OIR,2.0,868,86.83333333333333,3,0
119,10434,M6C,196.0,SII,2.0,798,77.5,3,1
120,10302,M7N,191.0,ZI,1.0,925,92.5,4,0
120,10803,N0W,190.0,PAI,4.0,747,72.83333333333333,3,0
120,10678,N5M,178.0,KII,1.0,845,84.5,2,0
120,10874,N5D,,,,743,60.833333333333336,2,0
119,10211,M5H,196.0,SI,2.0,878,87.33333333333333,2,1
119,11004,L5B,,,,890,87.33333333333333,5,0
119,10396,N3S,,,,780,75.5,2,0
119,11051,M6O,194.0,OSI,8.0,812,76.33333333333333,11,0
120,10647,M5D,197.0,VNT,8.0,765,76.5,4,0
119,10851,M6D,194.0,OIR,1.0,960,94.5,4,0
119,10978,N3O,194.0,ON,2.0,903,90.33333333333333,5,0
120,10630,L1F,191.0,ZI,1.0,947,93.66666666666667,3,0
120,10733,M7Q,178.0,KSO,1.0,887,88.66666666666667,2,0
120,11158,N3Q,181.0,YIB,1.0,803,78.16666666666667,4,0
120,10668,N2F,196.0,SIA,5.0,803,80.33333333333333,5,1
120,10779,M7Y,191.0,ZI,1.0,843,84.33333333333333,4,0
120,10316,M6S,196.0,SIA,1.0,843,81.33333333333333,1,1
120,10930,M0O,199.0,AIN,5.0,793,78.5,2,0
120,10338,M7D,178.0,KPR,1.0,928,87.0,3,0
120,10282,M7Z,178.0,KKW,1.0,880,86.0,5,0
119,10507,N4D,,,,880,85.83333333333333,2,0
120,10458,N4D,196.0,SIA,2.0,840,81.16666666666667,2,1
120,11238,,196.0,SI,2.0,830,83.0,2,1
120,10345,N3N,190.0,PEZ,2.0,798,79.83333333333333,4,0
120,10846,Q1U,195.0,HJ,1.0,810,81.0,3,0
120,10566,M4T,178.0,KKV,1.0,840,79.33333333333333,4,0
120,10431,L0L,197.0,VNR,3.0,795,79.5,4,0
120,10431,L0L,191.0,ZI,1.0,827,82.66666666666667,6,0
120,10785,O2S,,,,720,58.666666666666664,1,0
120,10785,O2S,178.0,KKU,1.0,855,85.5,2,0
119,10396,N6N,196.0,SI,1.0,828,82.83333333333333,1,1
120,10623,M8S,178.0,KKU,1.0,847,84.66666666666667,2,0
120,10725,M6N,196.0,SIA,1.0,818,81.83333333333333,1,1
119,10728,N5Y,190.0,PNE,1.0,890,88.33333333333333,4,0
120,10912,M8T,178.0,KKU,2.0,882,15.0,3,0
120,10293,M3H,199.0,AIH,3.0,845,82.66666666666667,4,0
120,10379,N3Q,196.0,SN,14.0,833,80.33333333333333,4,1
120,10613,M4Y,178.0,KKV,1.0,855,82.0,2,0
119,10855,M4T,178.0,KPN,2.0,762,68.83333333333333,4,0
120,10822,L9B,195.0,HJ,1.0,932,92.0,4,0
120,10733,M7Z,197.0,VSI,5.0,795,79.5,1,0
120,10612,Q8L,195.0,HJ,1.0,923,91.16666666666667,3,0
120,11021,M6S,197.0,VNT,1.0,762,67.16666666666667,2,0
120,10436,M3Q,198.0,NAU,1.0,848,70.66666666666667,2,0
120,10745,O5O,178.0,KA,1.0,962,96.16666666666667,3,0
120,10817,O1M,178.0,KKU,1.0,820,82.0,2,0
120,10837,N0W,190.0,PIC,3.0,813,80.0,2,0
120,10355,M3I,196.0,SIA,1.0,857,85.16666666666667,1,1
120,10948,M1T,191.0,ZI,1.0,892,88.5,3,0
120,10567,M4S,194.0,OE,1.0,850,84.0,12,0
120,10476,M0D,196.0,SI,1.0,948,93.66666666666667,1,1
120,10410,M6K,191.0,ZS,1.0,887,70.83333333333333,5,0
120,10781,M7N,196.0,SNO,1.0,770,72.83333333333333,2,1
120,10533,O6A,,,,0,74.16666666666667,3,0
120,10302,M7N,194.0,OSK,4.0,795,76.33333333333333,2,0
120,10725,M6N,178.0,KII,1.0,832,83.16666666666667,3,0
120,11189,M2B,178.0,KI,3.0,912,91.16666666666667,1,0
120,10477,N2D,181.0,YIA,3.0,783,78.33333333333333,1,0
119,10443,O0B,177.0,BI,1.0,857,84.33333333333333,2,0
120,10468,N2Q,181.0,YIB,5.0,772,77.66666666666667,6,0
120,11216,M2W,194.0,OL,3.0,908,89.33333333333333,2,0
119,11165,L2H,196.0,SIA,3.0,852,83.5,3,1
119,10509,O1H,197.0,VNT,7.0,0,74.5,4,0
120,10573,O5Y,197.0,VNP,2.0,793,77.33333333333333,3,0
120,10918,N9Z,191.0,ZI,1.0,870,86.33333333333333,4,0
120,10666,M8N,179.0,II,1.0,883,86.5,5,0
120,10722,O8T,191.0,ZI,1.0,882,88.16666666666667,2,0
120,10837,N0W,178.0,KKU,1.0,895,89.5,2,0
120,10876,N3N,196.0,SIA,1.0,825,81.16666666666667,1,1
120,11166,L8M,,,,783,77.66666666666667,1,0
120,10228,M7M,,,,632,61.666666666666664,1,0
119,10524,N2F,,,,907,90.66666666666667,1,0
120,10302,M7N,197.0,VNR,6.0,785,78.5,5,0
120,10765,O2I,196.0,SI,1.0,920,92.0,1,1
119,10698,N5I,,,,827,82.16666666666667,3,0
120,10837,N0W,178.0,KKU,1.0,897,87.5,2,0
119,10323,,178.0,KA,2.0,942,93.33333333333333,4,0
119,10839,M4Q,196.0,SI,1.0,882,88.16666666666667,1,1
120,10603,M9X,178.0,KBO,1.0,928,91.66666666666667,4,0
120,10733,M7W,178.0,KSO,1.0,937,93.0,6,0
120,10302,M7N,,,,890,88.33333333333333,4,0
120,10442,N7T,178.0,KKU,1.0,837,82.66666666666667,7,0
120,10462,M6D,194.0,OI,1.0,857,85.66666666666667,4,0
120,10926,M6M,196.0,SIA,1.0,907,90.0,1,1
119,10600,N2X,178.0,KKW,1.0,850,82.16666666666667,3,0
120,10990,L1M,191.0,ZI,1.0,907,90.66666666666667,3,0
120,10345,N2M,190.0,PAW,2.0,900,90.0,4,0
119,10360,M8N,190.0,PHY,3.0,857,83.0,9,0
120,10211,M7B,196.0,SIA,4.0,823,80.0,4,1
120,10462,M6N,178.0,KPR,1.0,913,85.66666666666667,4,0
120,10254,M5C,196.0,SI,5.0,870,83.33333333333333,5,1
120,11219,O4B,178.0,KP,2.0,925,90.33333333333333,3,0
120,10667,L9O,193.0,RPR,1.0,803,80.33333333333333,3,0
120,10593,M1S,199.0,AIN,2.0,802,80.16666666666667,3,0
120,10790,O0W,178.0,KKU,1.0,843,84.33333333333333,3,0
120,11166,M2N,191.0,ZI,9.0,778,77.33333333333333,10,0
120,11159,M5D,194.0,OXV,1.0,930,91.5,8,0
120,10509,O1H,181.0,YIB,1.0,702,70.16666666666667,3,0
120,10557,M7M,196.0,SI,1.0,807,80.66666666666667,1,1
120,10273,M6C,181.0,YII,1.0,730,73.0,4,0
120,10853,M0U,190.0,PAW,5.0,790,79.0,1,0
119,10596,O4T,177.0,BI,2.0,822,76.5,1,0
120,10738,M7I,178.0,KPR,1.0,900,90.0,3,0
120,10728,N6H,194.0,OD,2.0,942,92.33333333333333,3,0
120,10565,O0H,191.0,ZI,2.0,962,92.83333333333333,3,0
120,10335,M1T,196.0,SI,4.0,827,82.66666666666667,4,1
120,10820,L3H,199.0,AIC,3.0,815,81.5,7,0
120,10368,L3K,199.0,AIW,2.0,753,75.33333333333333,3,0
119,11166,M2B,193.0,RII,3.0,867,85.5,2,0
119,10680,M9X,196.0,SQP,1.0,777,65.0,2,1
120,10868,M5D,178.0,KTP,6.0,777,77.66666666666667,8,0
120,11238,M0D,194.0,OIR,1.0,913,88.33333333333333,3,0
120,10555,N3O,196.0,SIA,1.0,842,84.16666666666667,1,1
119,10780,M6M,194.0,OIS,1.0,820,78.66666666666667,4,0
120,10693,N7S,196.0,SIA,1.0,807,78.5,1,1
120,10266,M1H,179.0,II,1.0,822,80.16666666666667,6,0
120,10360,M8N,179.0,II,4.0,858,85.16666666666667,2,0
120,11180,N2L,,,,907,89.5,1,0
120,10339,L3D,199.0,AEB,3.0,830,78.0,2,0
119,10434,M6B,196.0,SIA,1.0,858,85.5,1,1
119,10680,M9X,,,,845,72.0,1,0
120,10727,O4D,178.0,KA,2.0,877,85.5,3,0
120,10781,M7N,,,,833,81.66666666666667,4,0
120,10336,N2N,178.0,KPR,2.0,907,88.33333333333333,3,0
120,10619,O3W,178.0,KKW,1.0,912,88.66666666666667,6,0
120,11245,M9X,196.0,SI,1.0,848,78.33333333333333,1,1
120,11061,M8B,191.0,ZI,3.0,900,85.66666666666667,4,0
119,10396,M4U,196.0,SI,2.0,937,92.66666666666667,2,1
120,11232,L8B,191.0,ZI,1.0,850,85.0,2,0
120,10873,N2C,178.0,KKU,1.0,853,85.33333333333333,2,0
120,10429,M7I,,,,775,77.5,1,0
120,10246,N6B,,,,875,87.5,3,0
120,11149,M4U,178.0,KS,2.0,915,91.5,4,0
120,10681,M1L,191.0,ZI,1.0,890,89.0,3,0
120,10375,O2Q,196.0,SIA,1.0,827,82.16666666666667,1,1
120,10400,M5A,196.0,SIA,2.0,853,80.0,2,1
120,10666,M8N,178.0,KS,1.0,902,72.66666666666667,4,0
120,10887,N0S,,,,892,89.16666666666667,6,0
120,10916,M8U,,,,778,76.5,4,0
120,10246,N6B,,,,907,90.66666666666667,2,0
120,10659,N2W,196.0,SIA,4.0,802,76.16666666666667,4,1
120,11061,M7W,194.0,OSF,9.0,812,76.33333333333333,4,0
120,10434,M6C,196.0,SIA,1.0,868,84.83333333333333,1,1
120,10273,M6C,,,,798,79.83333333333333,4,0
120,10639,M6N,178.0,KIS,1.0,825,82.5,2,0
119,10767,O7H,196.0,STP,2.0,892,87.83333333333333,1,1
120,10523,O1M,179.0,II,1.0,960,95.83333333333333,4,0
120,10628,O5L,196.0,SI,1.0,860,86.0,1,1
120,11051,M6M,196.0,SIA,1.0,867,86.16666666666667,1,1
120,10479,N0W,,,,690,65.66666666666667,1,0
120,10881,Q7B,,,,803,76.5,3,0
120,10957,M1C,178.0,KI,1.0,887,88.66666666666667,2,0
120,10331,M6O,,,,895,86.83333333333333,1,0
120,10791,L9I,196.0,SIA,1.0,903,90.33333333333333,1,1
120,11022,L1K,197.0,VNR,2.0,905,89.33333333333333,3,0
120,10659,M4S,196.0,STP,1.0,878,85.33333333333333,2,1
119,11046,M2S,178.0,KII,1.0,857,81.83333333333333,4,0
120,10647,M5T,191.0,ZI,1.0,927,91.5,3,0
120,10848,M8Q,,,,687,68.66666666666667,1,0
120,10771,M3U,196.0,SIA,1.0,855,85.0,1,1
120,10813,M8M,196.0,SIA,3.0,823,80.66666666666667,3,1
120,10765,O2I,196.0,SIA,1.0,930,91.66666666666667,1,1
120,11137,M5D,196.0,SI,4.0,917,91.66666666666667,4,1
120,10978,N3N,178.0,KKC,4.0,937,91.66666666666667,2,0
120,10698,N4D,190.0,PSK,4.0,845,77.83333333333333,1,0
120,10692,M0I,178.0,KPR,1.0,977,96.16666666666667,2,0
120,11217,M6C,178.0,KI,1.0,870,87.0,3,0
120,10930,M4Y,178.0,KY,1.0,875,85.66666666666667,4,0
120,10888,M5I,196.0,SIA,2.0,882,87.33333333333333,2,1
120,10996,N9A,,,,0,75.83333333333333,2,0
120,10372,N0C,194.0,OIR,1.0,882,87.83333333333333,2,0
120,10706,N3S,178.0,KBO,1.0,903,90.33333333333333,3,0
120,10471,O1H,179.0,II,1.0,820,82.0,3,0
120,11158,N5S,191.0,ZI,1.0,867,85.33333333333333,6,0
120,10698,N4D,194.0,OS,2.0,857,85.66666666666667,3,0
119,10963,O6W,178.0,KA,1.0,913,91.33333333333333,3,0
120,10721,M7T,199.0,AIH,1.0,825,82.5,3,0
120,10690,M1D,191.0,ZI,1.0,862,86.16666666666667,3,0
120,10759,O1H,196.0,SIA,1.0,965,95.0,1,1
120,10594,M9X,178.0,KKC,1.0,923,88.66666666666667,4,0
120,10751,M8F,179.0,II,1.0,818,81.83333333333333,4,0
120,10274,M1L,197.0,VNR,1.0,835,82.16666666666667,3,0
120,11209,M0I,196.0,SI,1.0,943,94.0,1,1
120,10413,O4Z,178.0,KSO,1.0,957,94.5,3,0
120,10264,M2D,178.0,KI,1.0,972,97.16666666666667,3,0
120,10848,M8Q,196.0,SIA,2.0,852,83.0,2,1
119,10820,L3I,191.0,ZP,1.0,992,98.66666666666667,3,0
120,10981,L0B,196.0,SIA,1.0,890,81.33333333333333,1,1
119,10567,M4S,194.0,ON,2.0,908,90.83333333333333,3,0
120,10757,M5F,196.0,SNO,1.0,798,77.5,1,1
119,10812,M4Z,196.0,SXP,2.0,813,78.0,4,1
120,11002,M5O,197.0,VF,2.0,742,69.16666666666667,1,0
120,10733,M7Z,,,,695,68.33333333333333,4,0
120,10740,L1N,197.0,VSI,5.0,758,75.83333333333333,1,0
120,10757,M1H,194.0,OPX,1.0,785,78.5,3,0
120,10812,M4Y,178.0,KSO,1.0,895,88.0,4,0
120,10765,O2I,178.0,KKC,1.0,912,90.0,2,0
120,10481,N7Q,191.0,ZI,3.0,840,83.5,4,0
120,11020,M9K,,,,697,69.66666666666667,4,0
120,10774,M0C,196.0,SIA,1.0,897,87.0,1,1
120,11024,M0H,196.0,SII,3.0,842,82.33333333333333,1,1
120,10578,M7D,194.0,OPB,2.0,865,70.33333333333333,8,0
120,10481,N7T,190.0,PEZ,2.0,820,82.0,5,0
120,10839,M7D,,,,863,86.16666666666667,3,0
120,11060,M4S,178.0,KKW,1.0,898,86.33333333333333,3,0
120,11184,O5T,197.0,VSI,2.0,882,88.16666666666667,3,0
120,10532,N7Q,194.0,OSF,3.0,853,85.33333333333333,4,0
119,10322,,194.0,OE,2.0,887,84.66666666666667,3,0
119,11219,O4B,194.0,OHU,2.0,858,84.16666666666667,4,0
120,10259,N3O,,,,873,83.66666666666667,3,0
120,10230,O3I,194.0,OD,1.0,882,88.16666666666667,3,0
120,10628,O1I,190.0,PIM,6.0,777,77.66666666666667,4,0
120,11166,M7K,179.0,II,1.0,913,90.66666666666667,3,0
120,10434,M6C,196.0,SIA,2.0,942,94.16666666666667,2,1
120,10730,N4I,190.0,PNE,2.0,817,15.833333333333334,10,0
120,10730,N6B,190.0,PIC,2.0,853,31.333333333333332,3,0
119,10375,O2T,196.0,SI,1.0,820,80.33333333333333,1,1
120,10954,L0K,196.0,STP,1.0,877,83.83333333333333,3,1
120,10894,M1M,178.0,KKU,1.0,900,90.0,2,0
120,10673,O0B,,,,630,59.5,2,0
120,10290,O2U,193.0,REI,4.0,782,76.16666666666667,8,0
120,10873,N2C,190.0,PIC,4.0,863,86.33333333333333,2,0
120,10603,M9U,,,,878,87.83333333333333,1,0
120,11095,N3O,197.0,VNB,3.0,815,81.5,2,0
120,10978,N3I,178.0,KNA,2.0,860,83.66666666666667,5,0
119,10659,N2X,178.0,KI,1.0,888,87.5,4,0
119,10873,N2C,178.0,KKW,1.0,775,77.5,3,0
120,11184,O5U,,,,903,90.33333333333333,3,0
120,10316,M5A,178.0,KSW,1.0,903,87.83333333333333,5,0
119,10725,M6N,196.0,SIA,4.0,882,88.0,4,1
120,10274,M4W,197.0,VID,1.0,940,90.5,2,0
119,10404,N4C,178.0,KNH,2.0,945,92.0,5,0
119,10368,L3K,199.0,AIN,4.0,780,72.83333333333333,3,0
120,10316,M6S,196.0,SIA,2.0,823,81.83333333333333,2,1
120,10600,N2U,178.0,KKU,2.0,890,89.0,3,0
119,10302,M7N,197.0,VNR,1.0,905,86.5,2,0
120,10927,M2H,196.0,SIA,2.0,840,83.16666666666667,2,1
120,10341,M6O,178.0,KA,1.0,888,-1.0,2,0
120,10602,M2S,178.0,KSO,2.0,928,92.16666666666667,5,0
120,10738,M7I,178.0,KKC,2.0,843,84.33333333333333,5,0
120,10479,N0W,196.0,STP,3.0,923,88.0,4,1
120,10873,N2C,196.0,SIA,2.0,828,82.83333333333333,2,1
120,10754,N7T,196.0,SI,4.0,920,92.0,4,1
120,10480,M7B,181.0,YPM,11.0,753,69.16666666666667,5,0
120,11013,M4U,191.0,ZI,1.0,905,75.66666666666667,4,0
120,11177,L9O,178.0,KY,1.0,833,82.0,3,0
119,11012,O4U,178.0,KA,1.0,973,97.33333333333333,3,0
120,10872,L3D,,,,858,84.5,6,0
119,10602,M2S,181.0,YIB,3.0,757,74.33333333333333,1,0
120,10637,M1D,196.0,SIA,2.0,872,87.16666666666667,2,1
120,10261,M3S,178.0,KKW,1.0,908,89.0,2,0
120,10523,O8H,179.0,II,1.0,905,87.5,4,0
120,10577,M3W,178.0,KKU,1.0,953,95.33333333333333,2,0
120,10375,O2Q,178.0,KI,1.0,855,85.5,3,0
120,10600,N3K,194.0,OI,1.0,857,84.5,4,0
120,10873,N2C,196.0,SNO,2.0,773,73.83333333333333,2,1
119,10299,O1H,191.0,ZI,1.0,895,88.5,3,0
120,10802,N3K,194.0,ON,1.0,843,82.66666666666667,5,0
120,10774,M0B,196.0,SNO,1.0,792,77.83333333333333,2,1
120,10225,M7Q,178.0,KPR,1.0,915,89.66666666666667,3,0
120,11026,N0Q,178.0,KI,1.0,860,84.16666666666667,2,0
120,10874,N5H,194.0,OAP,2.0,847,83.66666666666667,5,0
120,10372,N0D,190.0,PHH,1.0,873,84.16666666666667,4,0
120,10360,M8N,178.0,KAP,1.0,860,83.66666666666667,2,0
119,10660,M2K,181.0,YIB,1.0,903,88.33333333333333,3,0
120,10268,O3O,196.0,SIA,1.0,823,82.33333333333333,1,1
120,10318,M3O,178.0,KPR,1.0,922,92.16666666666667,3,0
119,10492,M5K,194.0,ON,1.0,913,90.33333333333333,2,0
120,10598,M0D,,,,780,78.0,1,0
120,10867,O1O,196.0,SIA,3.0,865,86.0,3,1
119,10993,N7C,,,,925,74.16666666666667,2,0
120,10717,M7K,191.0,ZI,2.0,892,89.16666666666667,4,0
120,10650,M6C,178.0,KKW,2.0,860,85.16666666666667,3,0
119,10873,N2C,196.0,SIA,1.0,863,85.66666666666667,1,1
120,10954,L1M,181.0,YIB,1.0,900,90.0,3,0
120,10588,M7S,178.0,KPR,1.0,967,96.66666666666667,2,0
120,10781,M7N,190.0,PAV,3.0,778,77.83333333333333,2,0
120,10990,L1M,191.0,ZI,1.0,822,82.16666666666667,3,0
120,10698,N5I,190.0,PIC,6.0,765,76.16666666666667,4,0
120,10518,O1L,199.0,AIN,3.0,807,80.66666666666667,2,0
120,10558,M4U,,,,890,83.16666666666667,6,0
120,10602,M2S,194.0,ON,1.0,958,93.33333333333333,3,0
120,10855,M4T,178.0,KPR,1.0,935,91.16666666666667,2,0
120,10735,M2A,196.0,SIA,4.0,878,85.16666666666667,4,1
120,10379,N3M,,,,833,83.33333333333333,1,0
120,10316,M5A,196.0,SIA,1.0,888,87.16666666666667,1,1
120,10873,N2C,178.0,KKW,2.0,902,86.33333333333333,1,0
120,10650,M6H,178.0,KKW,2.0,862,85.5,3,0
120,10978,N3N,194.0,OD,1.0,968,96.5,4,0
120,10767,O7H,196.0,SI,2.0,833,83.33333333333333,2,1
120,10434,M6S,196.0,SNO,5.0,770,72.5,1,1
120,10937,M5D,178.0,KY,1.0,888,88.83333333333333,3,0
120,10600,N3I,194.0,OXV,1.0,932,91.33333333333333,5,0
119,10293,M4C,178.0,KSO,1.0,950,94.16666666666667,2,0
120,10671,M7Q,178.0,KKW,1.0,880,87.5,2,0
119,10725,M6N,194.0,OE,5.0,827,80.16666666666667,4,0
120,10480,M7B,194.0,OJS,7.0,787,75.16666666666667,4,0
120,10640,M7Z,178.0,KIS,1.0,808,80.0,2,0
120,10698,N5I,,,,692,69.16666666666667,4,0
119,10396,N3S,190.0,PAV,3.0,790,75.66666666666667,2,0
120,10721,M7Y,178.0,KKW,1.0,857,84.83333333333333,3,0
119,10404,M4U,,,,912,89.83333333333333,3,0
120,10650,M0U,181.0,YIS,8.0,735,70.16666666666667,2,0
120,10982,M3K,197.0,VSI,4.0,828,82.83333333333333,3,0
120,10214,M7N,179.0,II,1.0,818,78.16666666666667,2,0
120,10246,N6B,194.0,OD,1.0,972,96.66666666666667,5,0
119,11017,M5U,194.0,OIR,1.0,903,90.33333333333333,3,0
120,10859,O7H,178.0,KKW,1.0,840,82.33333333333333,5,0
120,10818,M6N,196.0,SF,2.0,815,75.16666666666667,1,1
120,11024,M0H,,,,680,56.166666666666664,2,0
120,11238,M9O,196.0,SI,2.0,888,88.83333333333333,2,1
120,10567,M5T,199.0,AIW,11.0,785,77.5,5,0
120,10672,M5F,178.0,KKW,1.0,828,82.83333333333333,2,0
120,10951,N2L,,,,962,95.83333333333333,3,0
119,10600,N2W,178.0,KI,2.0,910,83.66666666666667,3,0
120,10464,N2H,190.0,PAI,6.0,832,79.33333333333333,2,0
119,10649,M6W,194.0,OS,1.0,833,81.16666666666667,6,0
120,10764,M4N,193.0,RIA,1.0,893,89.16666666666667,3,0
120,10926,M6I,196.0,SIA,1.0,870,87.0,1,1
120,10947,N3O,196.0,SIA,3.0,840,84.0,3,1
120,10873,N2Y,190.0,PSK,4.0,883,88.33333333333333,2,0
120,10996,N9A,194.0,OPS,4.0,888,88.83333333333333,5,0
120,10996,N9A,194.0,OD,1.0,968,94.5,3,0
120,11023,O2H,197.0,VNE,2.0,877,87.66666666666667,1,0
120,10270,N2D,194.0,OI,3.0,908,88.33333333333333,4,0
120,10659,N2X,178.0,KKW,3.0,892,83.66666666666667,1,0
119,10341,M6N,191.0,ZI,1.0,877,85.66666666666667,4,0
120,10729,L3K,190.0,PNE,4.0,815,79.33333333333333,6,0
120,10490,N4O,190.0,PAI,4.0,795,74.5,3,0
119,10602,M2O,194.0,OPX,3.0,805,80.5,2,0
120,10462,M6D,196.0,SIA,1.0,800,79.33333333333333,1,1
120,11059,M4N,194.0,OD,2.0,920,92.0,3,0
119,10230,O3O,193.0,RII,3.0,883,87.83333333333333,8,0
120,10771,M1T,196.0,SIA,3.0,898,87.16666666666667,3,1
120,10773,M0I,197.0,VF,2.0,840,84.0,9,0
120,10947,N3O,196.0,SI,2.0,823,-1.0,2,1
120,10302,M7N,191.0,ZI,1.0,963,96.33333333333333,3,0
119,10738,M7I,194.0,OIR,4.0,967,95.33333333333333,3,0
119,10600,N2U,194.0,OD,1.0,977,94.66666666666667,3,0
120,11037,Q4Q,178.0,KKC,1.0,895,15.666666666666666,3,0
120,10239,M5F,179.0,IS,2.0,813,80.5,4,0
120,10926,M6L,178.0,KSO,1.0,913,88.5,3,0
119,11043,M8H,,,,928,92.83333333333333,3,0
120,10738,M7I,197.0,VNE,5.0,842,81.33333333333333,2,0
