GEND,SCHOOL,ZIP3,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,11064,L6B,193.0,10.0,890,87.5,3,0,108.953
119,11140,L3S,194.0,1.0,938,91.16666666666669,6,0,105.996
120,11149,M5V,196.0,1.0,915,90.83333333333331,1,1,66.4
120,11140,M2H,194.0,2.0,923,92.16666666666669,4,0,86.654
119,11140,L4J,194.0,2.0,943,92.66666666666669,4,0,89.771
120,11140,M2H,194.0,2.0,917,91.66666666666669,7,0,86.654
119,11140,M2H,194.0,1.0,878,87.83333333333331,6,0,86.654
120,11140,M1V,196.0,1.0,838,83.83333333333333,4,0,94.52
120,10880,K7L,191.0,3.0,867,86.66666666666669,4,0,329.059
120,11140,M2N,178.0,2.0,893,88.83333333333331,3,0,80.095
120,11073,M3B,194.0,5.0,930,93.0,2,0,85.419
120,11140,M3H,194.0,2.0,918,91.83333333333331,4,0,77.395
119,11140,M2H,178.0,3.0,945,94.5,8,0,86.654
120,11140,M2J,194.0,2.0,897,89.66666666666669,9,0,85.743
120,11140,L4J,194.0,2.0,910,89.0,8,0,89.771
120,11073,M3B,196.0,1.0,853,85.33333333333333,1,0,85.419
119,10081,L6J,196.0,4.0,878,87.33333333333331,4,1,36.619
120,11140,M2K,194.0,1.0,822,82.16666666666667,10,0,80.391
120,10784,N7A,178.0,1.0,970,96.66666666666669,2,0,175.537
120,10535,L3R,196.0,1.0,903,85.16666666666667,1,1,101.274
120,10946,K2K,191.0,2.0,905,89.33333333333331,3,0,454.886
119,11140,M2J,194.0,1.0,938,93.83333333333331,9,0,85.743
120,11140,M2N,193.0,6.0,852,85.16666666666667,1,0,80.095
119,10924,K7R,191.0,1.0,882,88.16666666666669,2,0,289.514
119,10745,N4N,178.0,1.0,927,89.5,3,0,149.59
119,10683,P2A,178.0,1.0,948,93.33333333333331,3,0,277.914
119,11140,M2H,194.0,1.0,905,90.5,4,0,86.654
120,11140,M2H,194.0,2.0,785,78.33333333333333,6,0,86.654
120,11140,M2H,194.0,1.0,895,89.0,4,0,86.654
120,11140,M2J,194.0,6.0,817,80.83333333333333,4,0,85.743
120,10618,K2B,196.0,2.0,892,88.66666666666669,2,1,506.394
120,11073,M1P,196.0,1.0,860,86.0,1,1,91.207
120,10486,N4K,196.0,1.0,950,92.16666666666669,2,0,213.801
120,10356,L7L,191.0,3.0,868,73.16666666666667,2,0,21.04
119,11140,M2N,197.0,8.0,877,87.16666666666669,7,0,80.095
120,10758,K7M,191.0,1.0,895,89.5,2,0,323.122
119,10729,K2J,197.0,2.0,858,85.83333333333333,3,0,497.219
120,11140,M2N,194.0,4.0,838,83.83333333333333,6,0,80.095
119,10125,P1P,193.0,1.0,913,90.66666666666669,3,0,224.137
120,10831,K8N,196.0,2.0,803,80.0,2,0,256.089
120,10381,N9G,177.0,2.0,827,78.66666666666667,1,0,297.078
120,11140,M2N,193.0,6.0,830,82.33333333333333,2,0,80.095
120,10174,L0J,197.0,1.0,827,82.66666666666667,2,0,85.145
119,10384,L2N,196.0,5.0,828,79.0,1,0,69.576
120,10004,L4J,191.0,1.0,895,89.5,2,0,89.771
119,10611,L2N,191.0,1.0,893,89.33333333333331,4,0,69.576
119,11043,L7G,176.0,3.0,918,91.0,6,0,58.494
120,10618,K2J,199.0,2.0,800,76.66666666666667,4,0,497.219
120,11059,L2A,178.0,1.0,757,73.66666666666667,2,0,112.88
120,10159,K0A,199.0,2.0,812,81.16666666666667,1,0,517.127
120,10076,M5J,194.0,3.0,980,97.16666666666669,2,0,67.903
120,10758,K7M,193.0,4.0,795,79.5,2,0,323.122
120,11094,L5V,178.0,1.0,937,93.66666666666669,2,0,48.809
120,10412,L1E,193.0,9.0,833,80.83333333333333,4,0,132.428
120,10759,N0G,181.0,3.0,947,90.16666666666669,2,0,136.481
120,10628,N0H,196.0,3.0,887,86.66666666666669,4,0,198.367
120,10118,N3C,181.0,1.0,877,59.33333333333334,4,0,48.89
119,11140,M2J,194.0,1.0,925,92.0,6,0,85.743
120,11140,M2K,194.0,2.0,923,91.83333333333331,9,0,80.391
120,10971,K4A,191.0,1.0,928,91.0,2,0,536.65
120,10758,K7P,191.0,1.0,957,95.16666666666669,3,0,322.041
120,10172,N6G,179.0,1.0,897,88.66666666666669,3,0,141.092
120,10277,K7K,178.0,1.0,967,94.66666666666669,3,0,326.986
120,10924,K7P,193.0,4.0,835,83.0,3,0,322.041
119,10758,K7L,191.0,1.0,927,92.66666666666669,3,0,329.059
120,10148,K7P,191.0,1.0,940,93.33333333333331,3,0,322.041
120,10136,N1G,196.0,2.0,903,90.33333333333331,2,1,47.319
120,11021,L9T,179.0,3.0,930,92.16666666666669,4,0,36.861
120,11094,L5M,196.0,2.0,950,95.0,2,1,44.036
120,10538,P4N,196.0,1.0,938,93.16666666666669,1,1,743.517
120,10004,L4J,194.0,2.0,868,85.16666666666667,5,0,89.771
120,11043,L7J,199.0,1.0,802,80.16666666666667,3,0,57.919
120,11043,L7G,191.0,3.0,903,89.66666666666669,2,0,58.494
120,10931,K0A,193.0,2.0,835,15.0,4,0,517.127
120,10175,L6A,199.0,5.0,830,80.83333333333333,1,0,93.662
120,10375,N0B,193.0,4.0,900,88.5,2,0,65.281
120,10756,N8W,179.0,4.0,915,91.5,2,0,297.191
120,10113,L6A,178.0,1.0,952,92.83333333333331,5,0,93.662
120,10006,L7P,178.0,1.0,943,92.66666666666669,2,0,12.341
120,10085,L4R,196.0,1.0,933,91.83333333333331,4,0,200.433
119,10085,L0K,191.0,3.0,952,88.83333333333331,1,0,197.873
120,10085,L0K,190.0,1.0,870,84.5,2,0,197.873
120,11140,M2H,194.0,4.0,773,77.33333333333333,5,0,86.654
120,11088,M2M,194.0,2.0,835,83.5,3,0,95.506
120,11140,L4A,199.0,3.0,832,83.0,2,0,123.555
119,10324,L4W,178.0,1.0,877,15.5,7,0,54.851
120,11092,J1M,178.0,1.0,905,90.5,2,0,873.2
120,10188,N5A,178.0,1.0,950,91.0,3,0,105.998
120,10075,N1G,194.0,1.0,840,84.0,3,0,47.319
120,10072,M4A,194.0,1.0,928,92.83333333333331,3,0,112.0
120,10188,N5A,192.0,4.0,838,82.33333333333333,2,0,105.998
120,10499,L2H,196.0,2.0,895,87.83333333333331,2,1,85.419
120,10957,L0A,199.0,3.0,870,86.5,2,0,182.823
119,10375,N1P,196.0,4.0,883,84.83333333333333,4,1,35.753
119,10619,N2T,178.0,1.0,902,90.0,3,0,76.219
119,10169,K2M,191.0,1.0,942,93.83333333333331,3,0,501.155
120,10592,N0M,197.0,3.0,830,82.16666666666667,1,0,156.952
119,10727,N3C,196.0,1.0,893,89.33333333333331,1,1,48.89
120,10941,K1E,199.0,1.0,945,94.5,3,0,534.4
120,10175,L4B,196.0,2.0,927,76.66666666666667,2,1,95.795
119,10133,M5T,194.0,1.0,880,87.83333333333331,4,0,67.95
120,10133,M4C,178.0,2.0,985,96.33333333333331,6,0,80.155
120,10133,M6G,178.0,1.0,975,97.5,3,0,67.3
120,10133,M6H,191.0,1.0,898,90.16666666666669,2,0,65.926
120,10074,M2J,190.0,1.0,942,93.0,2,0,85.743
120,11140,M2R,194.0,7.0,865,85.83333333333333,2,0,79.906
119,10069,N3A,178.0,1.0,900,90.0,3,0,82.268
120,10343,K2J,199.0,2.0,937,88.83333333333331,3,0,497.219
120,10075,V0G,199.0,3.0,875,87.5,2,0,3325.0
120,10191,N2E,178.0,1.0,940,92.5,3,0,68.658
119,10814,K2A,191.0,1.0,943,93.83333333333331,2,0,509.41
119,10402,K2K,191.0,1.0,917,75.0,4,0,454.886
120,10981,K0K,178.0,1.0,962,95.83333333333331,4,0,273.902
120,10133,M2J,194.0,2.0,975,94.83333333333331,5,0,85.743
120,10948,L0S,178.0,1.0,937,92.5,2,0,79.807
120,10267,L7K,197.0,4.0,868,83.66666666666667,3,0,94.929
120,10205,L5M,190.0,2.0,923,89.66666666666669,3,0,44.036
120,10133,M4C,178.0,3.0,947,94.5,2,0,80.155
120,10076,M5M,194.0,1.0,945,94.0,5,0,77.704
120,10750,L9N,193.0,4.0,840,82.66666666666667,2,0,122.993
120,10253,N2K,178.0,1.0,960,92.83333333333331,6,0,71.053
120,10069,N3A,192.0,2.0,748,74.83333333333333,4,0,82.268
119,10258,L2E,193.0,4.0,823,13.833333333333336,2,0,86.446
120,10258,L3B,193.0,6.0,875,15.333333333333336,4,0,94.384
120,10258,L2S,193.0,2.0,822,14.5,1,0,72.9
120,10258,L3C,179.0,3.0,873,15.333333333333336,1,0,89.2
120,10172,N5X,181.0,16.0,770,77.0,2,0,132.204
120,10302,L6M,196.0,2.0,863,84.66666666666667,2,0,29.132
120,10550,L3P,178.0,1.0,935,92.16666666666669,5,0,106.86
120,10084,L6A,179.0,2.0,875,87.5,3,0,93.662
120,10561,L3C,190.0,3.0,868,84.66666666666667,1,0,89.2
119,10069,N3A,192.0,2.0,805,80.5,4,0,82.268
120,10087,L4E,176.0,5.0,755,75.16666666666667,6,0,111.505
120,10188,N5A,181.0,1.0,867,85.66666666666667,3,0,105.998
120,10550,L4A,196.0,1.0,955,94.66666666666669,1,1,123.555
120,10324,L9T,193.0,4.0,790,26.5,1,0,36.861
119,10764,L0R,194.0,2.0,978,97.83333333333331,3,0,58.645
119,10758,K7L,191.0,2.0,912,90.16666666666669,5,0,329.059
120,10727,N3C,178.0,1.0,973,96.33333333333331,5,0,48.89
119,10302,L6M,197.0,4.0,923,90.0,1,0,29.132
120,10263,N0G,178.0,2.0,915,91.5,3,0,136.481
120,11158,M4P,179.0,1.0,950,94.0,7,0,81.336
120,10945,L3B,178.0,1.0,942,93.83333333333331,2,0,94.384
120,10107,L3X,193.0,4.0,858,83.5,3,0,117.408
120,10611,L2P,194.0,1.0,918,89.5,3,0,74.9
119,11059,N0A,178.0,1.0,957,95.16666666666669,2,0,44.386
120,11012,N3T,196.0,1.0,832,82.0,1,0,30.2
119,10338,L3R,178.0,1.0,927,90.83333333333331,3,0,101.274
120,10471,N0G,196.0,2.0,927,92.33333333333331,2,1,136.481
120,10793,K7M,191.0,2.0,890,89.0,3,0,323.122
119,10505,L0R,191.0,1.0,983,96.5,3,0,58.645
120,10244,L4J,196.0,3.0,885,88.5,3,1,89.771
119,10619,N2V,196.0,1.0,898,87.5,1,1,76.332
120,10480,L6A,194.0,1.0,933,93.33333333333331,3,0,93.662
119,10335,L3C,191.0,1.0,975,96.16666666666669,3,0,89.2
120,10068,L0S,197.0,4.0,885,88.5,1,0,79.807
120,11140,M2H,194.0,1.0,833,82.83333333333333,2,0,86.654
120,11140,M2H,194.0,6.0,895,88.5,4,0,86.654
120,11140,M2J,194.0,1.0,915,90.33333333333331,3,0,85.743
