GEND,SCHOOL,ZIP3,CONFUNI,CONFPR,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
120,10597,O7H,,,,805,77.66666666666667,2,0
120,11120,N2W,193.0,RCI,7.0,877,85.33333333333333,3,0
120,10465,M6N,190.0,PAU,2.0,787,78.66666666666667,4,0
119,10732,O8N,196.0,SIA,1.0,937,92.83333333333333,1,1
120,10246,N6B,196.0,SIA,1.0,922,89.16666666666667,1,1
120,10666,M8M,178.0,KPR,1.0,970,96.0,3,0
120,11145,O7B,194.0,OXV,2.0,835,82.0,5,0
120,10725,M6N,190.0,PSK,6.0,822,82.16666666666667,3,0
120,10289,O5L,196.0,SIA,1.0,905,87.33333333333333,1,1
120,10699,M5O,194.0,OJA,2.0,827,80.16666666666667,3,0
120,10659,N2W,,,,733,72.66666666666667,5,0
119,10449,M8B,196.0,SBP,7.0,963,96.0,9,0
120,10650,M6H,190.0,PIC,1.0,860,83.83333333333333,3,0
120,10568,M5K,194.0,OXV,2.0,835,76.83333333333333,3,0
120,10732,O8N,196.0,SIA,1.0,933,87.16666666666667,1,1
119,10474,M7N,178.0,KXP,3.0,827,78.83333333333333,4,0
119,10780,M6W,178.0,KIS,1.0,908,73.83333333333333,4,0
120,10480,M7B,181.0,YIA,1.0,800,77.33333333333333,5,0
120,10792,O2U,194.0,OHY,1.0,888,89.0,2,0
120,10747,N7F,196.0,SIA,3.0,843,84.33333333333333,3,1
120,10269,O4Q,178.0,KS,1.0,925,90.83333333333333,6,0
120,10355,M3K,196.0,SIA,1.0,908,89.33333333333333,1,1
119,10912,M8N,199.0,AIV,1.0,887,15.333333333333334,2,0
119,10977,L1L,199.0,AIN,1.0,882,87.5,3,0
120,10245,M1K,196.0,SIA,2.0,872,84.66666666666667,2,1
120,10636,M5T,194.0,OOS,1.0,857,85.66666666666667,2,0
120,10765,O2L,,,,832,82.16666666666667,4,0
120,10282,M7Z,190.0,PIM,4.0,860,83.0,3,0
120,10839,M4S,196.0,SI,11.0,873,83.66666666666667,11,1
120,10709,M9H,197.0,VSI,3.0,832,83.16666666666667,2,0
120,10698,N5I,181.0,YII,2.0,778,77.83333333333333,5,0
120,10852,M4S,178.0,KKU,1.0,868,82.5,3,0
120,10781,M7N,,,,717,71.66666666666667,1,0
120,11180,N3I,178.0,KKW,1.0,970,97.0,5,0
120,10866,M1T,194.0,OIR,1.0,947,93.16666666666667,4,0
120,10523,O6Q,196.0,SI,1.0,862,83.33333333333333,1,1
120,10666,M8M,196.0,SIA,3.0,903,86.66666666666667,3,1
120,10341,M6N,194.0,OD,1.0,952,95.0,3,0
120,10557,M7M,196.0,SIA,2.0,922,89.33333333333333,2,1
120,10735,M2U,,,,798,75.16666666666667,2,0
120,10619,O3U,194.0,OI,1.0,942,92.0,3,0
119,10725,M6N,196.0,SNO,1.0,780,78.0,1,0
120,10754,N7T,194.0,OXV,6.0,818,79.33333333333333,3,0
120,11061,M8B,,,,787,78.66666666666667,4,0
120,10638,O4U,178.0,KA,1.0,958,95.83333333333333,2,0
120,10725,M6N,181.0,YNA,6.0,718,66.83333333333333,3,0
120,10853,M0U,196.0,SIA,2.0,868,83.83333333333333,2,1
120,10566,N4B,194.0,OSF,1.0,832,82.5,3,0
120,10786,M6O,178.0,KKW,2.0,935,93.5,4,0
120,10720,M1H,,,,778,77.83333333333333,1,0
120,10698,N4D,194.0,OI,1.0,928,88.66666666666667,4,0
120,10567,M4S,178.0,KKC,1.0,850,85.0,4,0
119,11245,M0C,,,,700,65.33333333333333,1,0
120,10557,M7M,194.0,OL,3.0,878,87.83333333333333,4,0
120,11060,N2C,196.0,SIA,3.0,865,86.5,3,1
120,11209,M0I,179.0,II,1.0,877,87.5,3,0
119,10733,M7S,178.0,KKC,1.0,952,93.33333333333333,4,0
120,11012,O4U,178.0,KY,1.0,933,92.66666666666667,3,0
120,10810,M8B,190.0,PIC,4.0,835,83.0,3,0
120,10567,M4S,190.0,PAW,7.0,842,80.33333333333333,1,0
120,11236,M6N,190.0,PIC,2.0,868,83.0,3,0
120,10566,N2S,190.0,PSK,2.0,818,81.83333333333333,3,0
120,10659,N2W,178.0,KKC,1.0,863,85.16666666666667,5,0
120,10852,M4S,199.0,AIW,2.0,840,83.33333333333333,1,0
120,10659,N2X,196.0,SIA,1.0,863,86.16666666666667,1,1
120,10611,M3S,192.0,TII,6.0,842,84.16666666666667,3,0
119,10447,L2U,199.0,AIP,5.0,833,81.0,2,0
120,10481,N7T,175.0,GW,1.0,923,86.66666666666667,4,0
120,10294,M1H,199.0,AIA,5.0,802,80.16666666666667,6,0
120,11238,M9T,,,,777,77.66666666666667,1,0
119,10564,N2C,194.0,OI,2.0,920,89.0,3,0
119,11043,M8H,197.0,VNE,1.0,928,92.16666666666667,2,0
119,10649,M6N,196.0,SIA,3.0,883,85.83333333333333,3,1
119,10801,N3I,196.0,SIA,4.0,912,91.16666666666667,4,1
120,10659,N2X,194.0,OPP,7.0,915,89.5,4,0
119,10566,N4B,,,,792,79.0,7,0
120,10733,M7A,196.0,SNO,2.0,775,76.83333333333333,1,0
120,10474,M7N,194.0,OHY,6.0,845,82.16666666666667,4,0
120,10273,M6C,199.0,AEB,4.0,705,70.5,3,0
120,11238,M9T,177.0,BIH,1.0,882,88.16666666666667,4,0
120,10659,N2W,196.0,SIA,1.0,875,86.33333333333333,1,1
120,10873,N2C,178.0,KIS,1.0,860,80.33333333333333,4,0
120,10779,M7S,193.0,RII,1.0,838,83.83333333333333,6,0
120,11144,N3O,194.0,OS,1.0,952,95.16666666666667,6,0
120,11209,M1S,178.0,KKU,1.0,932,91.83333333333333,3,0
120,10387,N6O,196.0,SI,2.0,852,82.66666666666667,2,1
120,10868,M5T,178.0,KKC,1.0,927,91.83333333333333,3,0
119,10978,N3I,178.0,KI,1.0,897,88.66666666666667,6,0
119,10873,N2Y,196.0,SIA,4.0,830,83.0,4,1
119,10725,M6N,194.0,OIR,1.0,857,85.66666666666667,3,0
120,10341,M6N,194.0,OL,1.0,943,93.0,3,0
120,10706,N4O,196.0,SIA,2.0,838,82.16666666666667,2,1
120,10855,M4T,190.0,PAV,7.0,808,80.5,3,0
119,10876,M5D,178.0,KY,1.0,937,92.5,4,0
120,10385,N7C,191.0,ZH,1.0,823,82.33333333333333,4,0
120,10372,N0D,,,,0,42.666666666666664,3,0
119,10462,M6N,,,,913,91.33333333333333,3,0
120,11145,O7B,194.0,OSF,1.0,840,65.5,5,0
119,10706,N3O,196.0,SIA,3.0,867,83.33333333333333,3,1
120,10338,M5K,178.0,KS,2.0,888,83.0,8,0
120,10935,N4D,194.0,OXV,8.0,830,81.33333333333333,3,0
120,10564,N2N,178.0,KKU,1.0,848,84.83333333333333,2,0
120,10336,N4C,190.0,PHN,4.0,832,82.33333333333333,3,0
120,10462,M6D,181.0,YIB,15.0,865,84.33333333333333,5,0
120,10879,N2X,178.0,KXH,2.0,945,92.5,3,0
120,10578,M7D,,,,717,70.33333333333333,1,0
120,10868,M4U,178.0,KKW,1.0,882,88.16666666666667,2,0
119,10359,N2M,194.0,OJA,3.0,768,75.5,5,0
120,10810,M8B,199.0,AIA,4.0,0,72.0,5,0
120,10725,M6O,199.0,AIV,3.0,855,82.33333333333333,4,0
120,10818,M6X,178.0,KBO,1.0,927,92.0,3,0
120,11026,N3K,190.0,PAW,4.0,897,89.66666666666667,2,0
120,10513,O2F,197.0,VSI,1.0,867,86.16666666666667,2,0
120,10263,O1H,,,,0,69.16666666666667,1,0
119,10587,N3I,178.0,KSI,1.0,918,91.83333333333333,6,0
120,10282,M7X,194.0,ON,2.0,908,88.83333333333333,3,0
120,11000,M5F,,,,870,87.0,3,0
120,10474,M7N,196.0,SNO,3.0,855,78.5,3,0
120,10335,M4D,,,,860,85.0,2,0
120,10839,M5B,194.0,OJA,5.0,758,75.83333333333333,1,0
119,10640,M7Y,178.0,KX,5.0,797,75.66666666666667,4,0
120,10528,O2H,197.0,VF,4.0,838,81.5,3,0
120,10429,M7I,199.0,AIA,9.0,823,78.0,5,0
119,11136,M8N,,,,918,60.5,9,0
120,10338,M4Q,178.0,KKU,2.0,903,87.83333333333333,4,0
120,10594,M9M,194.0,OJS,5.0,813,79.0,1,0
120,11000,M4S,175.0,GPC,6.0,847,81.83333333333333,3,0
120,10935,N4D,178.0,KA,3.0,843,84.33333333333333,2,0
120,11013,N6N,178.0,KQ,1.0,897,88.33333333333333,5,0
120,10566,M5D,178.0,KNH,1.0,958,95.16666666666667,6,0
120,10818,M6X,190.0,PIM,3.0,818,81.83333333333333,1,0
120,10330,M2I,,,,968,95.83333333333333,3,0
120,10566,N2U,178.0,KKU,3.0,925,90.83333333333333,4,0
120,10848,M7X,178.0,KY,1.0,895,87.5,3,0
120,10314,N7Q,196.0,SI,1.0,855,85.5,1,1
120,10372,N0C,197.0,VF,3.0,788,78.66666666666667,2,0
120,10639,M6N,190.0,PIM,2.0,852,83.16666666666667,1,0
120,10818,M6X,,,,718,58.5,1,0
120,11238,M9T,,,,0,55.0,2,0
120,10750,M4Z,196.0,SI,2.0,850,83.66666666666667,2,1
120,11000,M5C,179.0,II,10.0,885,83.66666666666667,3,0
120,10738,M7I,178.0,KAP,3.0,927,89.33333333333333,5,0
120,10866,M3N,194.0,ON,1.0,938,91.0,4,0
119,10698,N4D,175.0,GPA,3.0,758,75.83333333333333,5,0
119,10818,M6X,196.0,SIA,1.0,932,92.16666666666667,1,1
120,11057,M7F,176.0,MKK,1.0,897,85.83333333333333,4,0
120,11120,N2W,194.0,OD,1.0,918,91.83333333333333,5,0
120,11236,M6W,196.0,SIA,4.0,895,87.16666666666667,4,1
119,10725,M6N,196.0,SI,1.0,878,87.66666666666667,1,1
120,10837,N0W,178.0,KKW,1.0,895,87.33333333333333,2,0
120,11024,M0H,,,,932,91.83333333333333,3,0
120,10839,M4S,178.0,KSO,1.0,910,89.83333333333333,5,0
119,10564,N2C,194.0,OPT,8.0,773,76.0,7,0
120,11238,M9T,199.0,AIY,2.0,785,78.5,5,0
120,11003,L2W,178.0,KI,2.0,957,94.5,7,0
120,11040,N7M,190.0,PAW,3.0,910,89.83333333333333,2,0
120,10617,N2C,178.0,KNH,2.0,940,78.33333333333333,6,0
120,10792,O2U,196.0,SIA,6.0,848,84.0,6,1
119,10396,N3N,190.0,PNE,1.0,863,83.66666666666667,4,0
119,10758,L8M,191.0,ZI,1.0,963,96.0,4,0
120,10462,M6D,190.0,PAV,5.0,868,83.0,2,0
119,10303,M5I,194.0,OIR,1.0,907,89.83333333333333,4,0
120,10476,M9T,197.0,VSI,4.0,843,80.16666666666667,3,0
120,10462,M6M,178.0,KKU,1.0,863,86.33333333333333,4,0
120,10719,N2M,178.0,KKW,1.0,917,91.66666666666667,3,0
120,10573,O5Y,199.0,AIC,3.0,825,82.5,1,0
120,11026,N0B,191.0,ZI,3.0,937,93.0,2,0
120,10505,M1S,196.0,SIA,1.0,902,88.0,1,1
120,10837,N0W,196.0,SIA,3.0,857,85.66666666666667,3,1
120,10835,M8C,178.0,KPR,2.0,933,92.16666666666667,5,0
120,10721,M7Q,181.0,YII,6.0,817,70.83333333333333,11,0
120,10578,M7D,178.0,KKV,1.0,868,86.16666666666667,4,0
120,10654,M2W,190.0,PIC,4.0,833,83.33333333333333,3,0
120,10600,N2X,196.0,SNO,2.0,800,75.16666666666667,2,0
120,10855,M4T,181.0,YIA,3.0,797,79.66666666666667,2,0
120,10855,M4T,178.0,KPN,5.0,825,82.5,3,0
120,10434,M6B,,,,0,56.166666666666664,3,0
120,10982,M1T,,,,0,70.5,6,0
120,10429,M6N,199.0,AIA,1.0,805,78.66666666666667,2,0
120,10855,M4T,196.0,SNO,1.0,792,78.0,2,0
119,10521,N0C,194.0,OD,1.0,963,93.33333333333333,3,0
120,10434,M6C,196.0,SIA,2.0,903,88.83333333333333,2,1
120,10536,M6M,191.0,ZI,1.0,890,88.83333333333333,3,0
120,10499,M3H,178.0,KA,1.0,940,94.0,3,0
120,10578,M7D,179.0,IP,2.0,835,66.66666666666667,5,0
120,10647,M5T,194.0,OI,1.0,907,90.66666666666667,4,0
120,10457,M7U,196.0,SIA,4.0,872,87.16666666666667,4,1
120,10866,M3N,175.0,GPK,4.0,852,83.5,2,0
120,10913,N2T,190.0,PIC,4.0,847,83.83333333333333,3,0
120,10813,M8N,,,,805,80.0,1,0
120,10235,N2U,196.0,SIA,3.0,892,89.16666666666667,3,1
120,10458,N3M,196.0,SIA,6.0,878,87.83333333333333,6,1
120,10293,M3H,178.0,KKW,1.0,903,90.33333333333333,2,0
119,10852,M4T,178.0,KKV,1.0,883,83.5,7,0
120,10757,M5F,190.0,PNE,5.0,873,87.33333333333333,3,0
119,10303,M5I,193.0,RPS,5.0,860,84.83333333333333,6,0
120,10851,M6K,178.0,KI,1.0,907,90.66666666666667,3,0
120,10564,M7Q,178.0,KKC,1.0,868,85.33333333333333,4,0
120,10536,M6S,194.0,OAP,1.0,897,89.0,3,0
120,10913,N2T,178.0,KTP,2.0,858,72.33333333333333,3,0
120,10649,M6S,196.0,SI,1.0,892,85.83333333333333,1,1
120,10268,O3N,178.0,KXP,5.0,805,80.5,2,0
119,10966,M7Q,190.0,PAI,5.0,828,79.5,3,0
120,11045,L3F,199.0,AIU,3.0,843,14.833333333333334,5,0
120,10913,N2T,178.0,KI,1.0,955,92.66666666666667,3,0
120,10331,M6O,,,,815,79.83333333333333,1,0
120,11067,L5N,199.0,AIY,1.0,855,84.16666666666667,5,0
120,10400,M6B,197.0,VSI,4.0,833,81.16666666666667,2,0
120,10953,N2M,181.0,YII,9.0,770,75.16666666666667,6,0
120,10325,M7D,194.0,OPT,2.0,800,77.66666666666667,4,0
120,10937,M5T,193.0,RCI,8.0,827,82.66666666666667,2,0
120,10468,N2L,190.0,PAV,2.0,740,74.0,5,0
120,10735,M2U,194.0,OPM,6.0,930,91.16666666666667,9,0
120,10733,M7X,178.0,KIS,1.0,877,86.66666666666667,3,0
119,10341,M6W,196.0,SL,2.0,935,93.5,8,0
119,11238,M9O,194.0,OSI,3.0,865,86.5,2,0
120,10290,O2U,196.0,SIA,2.0,877,86.83333333333333,2,1
120,10594,M9S,196.0,SIA,1.0,892,87.5,1,1
120,10425,L2D,191.0,ZI,1.0,883,88.33333333333333,2,0
119,10477,N2C,178.0,KI,1.0,902,89.5,5,0
120,10600,N3K,178.0,KKC,2.0,965,94.16666666666667,5,0
120,11120,N2W,194.0,OD,1.0,927,92.66666666666667,3,0
120,10578,M7D,194.0,OHY,3.0,898,82.16666666666667,5,0
120,10463,N7N,178.0,KZI,2.0,872,87.16666666666667,3,0
120,10715,M2L,196.0,SIA,5.0,895,84.83333333333333,5,1
119,10786,M5Y,178.0,KB,1.0,965,93.16666666666667,6,0
120,10458,N4C,179.0,II,2.0,897,87.16666666666667,4,0
119,10625,O7K,179.0,II,1.0,903,90.33333333333333,2,0
120,10566,M5T,176.0,MNW,6.0,860,55.833333333333336,8,0
120,10988,N6W,196.0,SI,3.0,855,85.5,3,1
119,11220,M6X,196.0,SIA,2.0,933,91.0,2,1
120,10779,M7A,,,,773,77.33333333333333,1,0
119,10717,M7K,196.0,SIA,3.0,845,84.5,3,1
120,11120,N2W,194.0,OHY,3.0,857,84.16666666666667,2,0
120,11242,M1S,196.0,SIA,2.0,912,91.16666666666667,2,1
119,11201,M5H,191.0,ZI,1.0,907,89.0,2,0
120,10325,M5D,178.0,KKU,1.0,947,94.16666666666667,2,0
119,10725,M6N,196.0,SIA,1.0,850,85.0,1,1
119,10492,M5K,179.0,II,3.0,888,84.33333333333333,4,0
120,11238,,178.0,KKC,1.0,925,92.5,6,0
120,10792,O2U,,,,717,71.66666666666667,1,0
120,10659,N2X,178.0,KA,1.0,930,91.33333333333333,3,0
120,10699,M1M,197.0,VNT,5.0,838,83.83333333333333,2,0
120,11094,M6H,196.0,SI,1.0,910,90.66666666666667,1,1
120,10717,M7K,178.0,KY,1.0,895,89.5,2,0
120,10314,N7Q,196.0,SI,1.0,877,87.66666666666667,1,1
120,10706,N0N,196.0,SIA,2.0,877,84.33333333333333,2,1
120,10735,M2A,194.0,OIR,2.0,967,95.0,9,0
120,10355,M3I,197.0,VNE,1.0,957,94.33333333333333,2,0
120,10855,M4T,194.0,OJA,2.0,840,81.16666666666667,5,0
120,10711,M0X,178.0,KKU,1.0,832,83.16666666666667,3,0
119,10697,M4S,178.0,KS,3.0,907,90.66666666666667,4,0
120,11238,M9T,190.0,PAW,5.0,883,88.33333333333333,1,0
120,10492,M5K,178.0,KXP,9.0,855,85.5,1,0
120,11043,M8H,191.0,ZI,3.0,910,90.0,2,0
120,10697,M7F,194.0,OXV,3.0,855,85.5,4,0
120,10781,M0T,197.0,VNQ,3.0,800,80.0,5,0
119,10372,N0C,178.0,KSO,1.0,963,94.33333333333333,2,0
120,11026,N9A,196.0,SAA,1.0,863,80.83333333333333,2,0
119,10947,N3O,194.0,OIR,1.0,942,92.5,3,0
120,10818,M6X,194.0,OSV,6.0,813,79.33333333333333,3,0
119,10404,M7B,196.0,SI,3.0,913,90.33333333333333,3,1
120,10871,M8N,196.0,SI,2.0,918,91.83333333333333,2,1
120,10797,O5H,196.0,SNO,2.0,800,80.0,2,0
120,10955,M8K,179.0,II,1.0,900,89.16666666666667,2,0
120,10555,M4U,193.0,RUI,7.0,830,83.0,4,0
120,10786,M5Y,190.0,PIC,1.0,835,82.5,4,0
120,10879,N2X,194.0,OJA,2.0,810,77.66666666666667,3,0
120,10457,M7U,181.0,YIS,4.0,785,76.83333333333333,1,0
120,11015,M2Q,177.0,BIB,2.0,923,92.16666666666667,3,0
120,11242,M1S,178.0,KSO,1.0,943,94.33333333333333,2,0
120,10807,N5Q,,,,708,70.5,5,0
119,10717,M7K,191.0,ZI,1.0,930,92.66666666666667,3,0
120,10512,N4K,194.0,OTV,1.0,935,93.16666666666667,5,0
120,10620,N9X,199.0,AII,4.0,772,77.16666666666667,1,0
120,10492,M5K,175.0,GWI,1.0,750,70.0,4,0
120,10879,N2X,,,,665,66.5,5,0
120,11136,N6O,194.0,OHA,7.0,910,90.33333333333333,12,0
119,10472,Q2D,193.0,RIH,7.0,777,75.83333333333333,2,0
120,10458,N3N,,,,882,84.16666666666667,4,0
120,10650,M6H,194.0,OS,4.0,930,93.0,2,0
120,10786,M6W,178.0,KY,2.0,992,98.5,5,0
120,10953,N5Y,175.0,GMS,1.0,757,75.66666666666667,6,0
120,10301,M6M,197.0,VNT,3.0,877,87.66666666666667,4,0
120,11238,M5I,193.0,RNA,1.0,882,86.66666666666667,7,0
120,10639,M6N,178.0,KII,2.0,840,83.16666666666667,3,0
119,10821,M8D,196.0,SIA,1.0,880,86.33333333333333,1,1
120,10818,M7Z,,,,813,80.33333333333333,13,0
120,10559,N0X,194.0,OSF,5.0,850,85.0,3,0
120,10876,N5O,194.0,OTV,6.0,820,80.0,2,0
119,10672,M5T,199.0,AQ,1.0,858,80.0,6,0
120,10803,N7M,194.0,OI,1.0,900,88.33333333333333,4,0
119,10753,O3S,176.0,MHS,3.0,783,78.33333333333333,6,0
120,10338,M4S,178.0,KA,1.0,933,91.83333333333333,3,0
120,10719,N3M,194.0,OD,4.0,955,95.0,3,0
120,10978,N3I,194.0,OPX,2.0,833,83.33333333333333,3,0
119,10549,M6W,196.0,SI,3.0,867,85.66666666666667,3,1
120,10786,M6O,178.0,KKW,1.0,933,88.83333333333333,3,0
120,10786,M5Y,196.0,SIA,1.0,878,85.33333333333333,1,1
119,11010,O0I,178.0,KKU,2.0,902,87.33333333333333,3,0
120,10568,M5K,194.0,OI,1.0,927,92.16666666666667,3,0
120,11238,M9T,178.0,KS,4.0,887,88.16666666666667,2,0
120,10639,M6N,190.0,PIC,1.0,813,81.16666666666667,6,0
120,11216,M2Y,196.0,SIA,2.0,860,86.0,2,1
120,10914,N6B,190.0,PNN,4.0,768,76.83333333333333,5,0
120,10964,M6M,190.0,PHH,5.0,843,82.83333333333333,2,0
120,10829,N4D,194.0,OIR,1.0,933,91.16666666666667,4,0
120,10252,M6W,196.0,STP,3.0,948,93.16666666666667,2,0
119,10402,L3L,199.0,AIW,2.0,822,80.5,3,0
120,10824,N0C,194.0,OL,1.0,873,87.33333333333333,4,0
120,10458,N3M,178.0,KI,1.0,923,89.0,3,0
120,11241,M5O,196.0,SIA,1.0,885,88.0,1,1
120,10798,M8H,196.0,SNO,3.0,793,78.83333333333333,3,0
119,10759,O1H,179.0,II,1.0,910,90.16666666666667,3,0
120,10639,M6N,178.0,KIS,1.0,837,83.5,3,0
120,10681,M0N,,,,817,79.0,3,0
120,11051,M6N,196.0,SIA,1.0,862,82.83333333333333,1,1
120,10549,M6M,190.0,PSK,3.0,830,83.0,6,0
120,10289,O1H,181.0,YIB,1.0,803,73.83333333333333,2,0
119,10719,N4C,191.0,ZI,1.0,865,86.0,4,0
120,10477,N2C,181.0,YIA,6.0,0,-1.0,1,0
120,10328,O2F,,,,843,79.66666666666667,4,0
120,10577,M3Q,198.0,NPU,1.0,862,72.0,3,0
120,10715,M2H,178.0,KA,1.0,925,90.66666666666667,4,0
120,10709,M9F,178.0,KKU,3.0,912,90.83333333333333,6,0
120,11023,O2M,193.0,RII,3.0,832,83.16666666666667,4,0
120,10649,M6S,196.0,SNO,1.0,852,78.66666666666667,1,0
119,10780,M0U,194.0,OI,1.0,908,89.66666666666667,3,0
120,10964,M6M,178.0,KSW,1.0,917,90.66666666666667,4,0
120,10517,M7W,196.0,SNO,4.0,818,79.5,4,0
120,10877,M6S,190.0,PHN,7.0,707,70.66666666666667,3,0
120,10737,O2I,196.0,SI,1.0,853,85.0,1,1
120,11238,,193.0,RCI,4.0,843,81.33333333333333,1,0
120,10758,L8L,191.0,ZI,1.0,938,92.33333333333333,3,0
120,10990,L0K,197.0,VSI,3.0,950,90.5,2,0
120,10524,N2K,178.0,KSO,1.0,973,92.5,3,0
120,10555,M5C,197.0,VNB,5.0,860,84.5,1,0
120,10386,N3L,191.0,ZI,1.0,907,90.0,4,0
120,10888,M5M,194.0,OIR,5.0,910,90.0,7,0
120,10654,M2W,,,,822,79.33333333333333,6,0
120,10672,M5C,190.0,PSK,4.0,838,83.83333333333333,2,0
120,10801,N3K,196.0,SIA,6.0,877,84.0,6,1
120,10893,O1C,178.0,KKU,1.0,952,95.16666666666667,3,0
119,10378,N7B,178.0,KI,5.0,900,86.66666666666667,6,0
120,10411,M5M,194.0,OD,2.0,978,97.5,3,0
120,10926,M6M,181.0,YIA,4.0,745,73.66666666666667,7,0
120,10480,M7B,190.0,PAW,4.0,822,79.83333333333333,2,0
120,10955,M1Q,196.0,SI,3.0,880,86.0,3,1
120,11000,N4O,190.0,PAI,2.0,828,82.83333333333333,3,0
120,10997,M5I,179.0,IP,10.0,848,84.83333333333333,3,0
120,11236,M6N,190.0,PIC,2.0,833,83.33333333333333,1,0
120,10872,L2U,199.0,AIY,4.0,765,74.66666666666667,3,0
119,10722,O8T,177.0,BAA,13.0,843,82.5,3,0
120,10649,M6W,196.0,SIA,2.0,880,88.0,2,1
120,10812,M4Y,193.0,RCI,1.0,765,76.5,3,0
120,10725,M6N,199.0,ZZZ,35.0,762,66.0,4,0
119,10396,N6O,196.0,SEP,1.0,918,87.5,5,0
120,10462,M6M,196.0,SQP,1.0,853,82.83333333333333,6,0
120,10668,N2I,178.0,KVS,2.0,880,78.66666666666667,5,0
120,10474,M7N,196.0,SA,2.0,847,84.66666666666667,1,0
120,10524,N2H,178.0,KSO,1.0,940,92.0,3,0
120,10947,N3O,175.0,GPN,1.0,802,80.16666666666667,2,0
120,11021,M0U,196.0,SIA,6.0,863,85.0,6,1
119,10733,M7Z,178.0,KPR,2.0,930,91.33333333333333,6,0
120,10930,M4Y,196.0,SI,4.0,948,92.16666666666667,4,1
120,10434,M6C,190.0,PSK,5.0,863,83.83333333333333,2,0
119,10764,M4N,179.0,IPS,1.0,963,95.0,3,0
120,10831,L9O,196.0,SI,5.0,863,86.33333333333333,5,1
120,10844,M4S,178.0,KKU,1.0,890,86.33333333333333,3,0
120,10495,M0C,,,,767,76.66666666666667,1,0
120,10852,M4S,178.0,KTP,5.0,845,83.33333333333333,4,0
120,10373,M6F,,,,732,69.66666666666667,1,0
120,10464,N2I,178.0,KPR,1.0,857,83.83333333333333,6,0
119,10717,M7K,178.0,KA,2.0,920,90.66666666666667,4,0
120,10706,N3S,193.0,REA,4.0,820,82.0,5,0
120,11238,M9T,194.0,OD,1.0,925,89.66666666666667,4,0
120,10508,N3S,,,,872,82.0,3,0
120,11000,M5C,,,,742,74.16666666666667,3,0
120,10926,M6D,194.0,OD,1.0,930,92.5,5,0
120,10336,M5K,176.0,MNO,6.0,725,72.5,4,0
120,10650,M7S,190.0,PSK,5.0,863,83.0,3,0
120,10386,M5K,179.0,II,3.0,865,84.0,5,0
120,10719,N7C,178.0,KKW,4.0,855,85.5,3,0
120,10273,M6C,194.0,OSF,5.0,785,78.5,3,0
120,10410,M6I,191.0,ZI,1.0,952,95.0,4,0
120,11236,M6S,178.0,KKW,1.0,938,93.16666666666667,3,0
120,10230,O3F,194.0,OIR,1.0,902,89.5,4,0
120,10649,O6Y,179.0,IPS,4.0,888,88.5,7,0
120,10844,M4S,178.0,KI,1.0,932,93.16666666666667,4,0
120,10718,N3K,178.0,KKW,1.0,917,88.66666666666667,2,0
119,10812,M1H,196.0,SIA,3.0,858,72.16666666666667,3,1
120,11238,M9T,196.0,SIA,2.0,900,90.0,2,1
120,10721,M7Q,197.0,VNT,4.0,803,79.66666666666667,3,0
120,10926,M6L,178.0,KKW,2.0,907,90.0,1,0
120,10386,M5K,191.0,ZI,1.0,860,85.83333333333333,3,0
120,10844,M7C,194.0,OIR,4.0,907,90.66666666666667,6,0
120,10855,M4T,178.0,KIS,5.0,828,79.33333333333333,1,0
119,10717,M7K,178.0,KBO,1.0,973,96.5,3,0
120,10317,L9O,199.0,AIN,1.0,812,79.0,4,0
119,10639,M7Y,197.0,VNB,1.0,812,81.16666666666667,2,0
120,10655,M2U,175.0,GPA,4.0,743,74.33333333333333,6,0
120,10666,M8M,181.0,YIA,7.0,812,77.5,1,0
120,10786,M5Y,178.0,KIS,4.0,913,88.5,6,0
120,10913,N2T,196.0,SIA,3.0,862,84.0,3,1
120,10215,M0C,196.0,STP,2.0,887,87.66666666666667,3,0
119,10913,N2T,196.0,SIA,2.0,865,85.16666666666667,2,1
120,10668,N2L,190.0,PIC,7.0,848,82.66666666666667,2,0
120,10671,M7Q,,,,0,55.333333333333336,8,0
120,10578,M5H,179.0,IK,1.0,922,86.16666666666667,3,0
119,10504,O3M,178.0,KKC,1.0,850,85.0,4,0
119,10588,M7S,199.0,AES,1.0,835,80.0,2,0
120,10360,M8N,190.0,PAV,3.0,802,78.66666666666667,1,0
119,10528,O2H,,,,903,82.83333333333333,5,0
120,10558,M4U,181.0,YIA,3.0,823,81.0,5,0
120,11021,M0U,179.0,II,1.0,905,88.83333333333333,3,0
120,10504,O3M,178.0,KXH,4.0,942,93.5,6,0
119,10972,M0Z,196.0,SI,1.0,928,88.33333333333333,1,1
120,10448,L1L,,,,847,84.0,2,0
119,10947,N3O,178.0,KWS,2.0,968,95.0,5,0
120,10725,M6N,175.0,GTI,1.0,877,85.33333333333333,2,0
119,10717,M7K,196.0,SIA,1.0,878,87.5,1,1
120,10779,M8B,190.0,PAV,3.0,867,86.66666666666667,2,0
120,10774,M9W,,,,0,35.833333333333336,1,0
120,10239,M5F,196.0,SIA,1.0,862,86.16666666666667,1,1
120,10566,N3K,178.0,KXP,5.0,885,86.33333333333333,3,0
119,10359,N5C,178.0,KIS,1.0,858,84.16666666666667,3,0
120,10887,N0S,178.0,KI,1.0,883,87.83333333333333,3,0
