GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
119,10822,178.0,4.0,952,95.16666666666667,3,0
120,10929,191.0,1.0,860,85.5,2,0
120,10670,178.0,1.0,950,94.66666666666667,4,0
120,10636,196.0,5.0,913,85.5,5,1
120,10741,191.0,1.0,937,92.5,2,0
120,11024,196.0,1.0,868,86.83333333333333,1,1
119,10739,196.0,5.0,863,84.33333333333333,1,0
119,10436,196.0,2.0,958,94.5,2,1
120,10436,191.0,1.0,900,90.0,3,0
120,10598,196.0,1.0,938,93.0,1,1
120,10243,178.0,2.0,940,92.33333333333333,4,0
120,10867,191.0,1.0,940,90.33333333333333,4,0
120,10546,196.0,4.0,822,82.16666666666667,4,1
119,10404,191.0,1.0,872,86.66666666666667,2,0
120,10758,191.0,1.0,878,85.33333333333333,3,0
119,10858,196.0,6.0,930,91.66666666666667,6,1
120,10209,196.0,1.0,833,82.16666666666667,1,1
120,10738,199.0,5.0,885,88.5,4,0
119,10215,196.0,1.0,912,90.33333333333333,1,1
120,10384,196.0,3.0,843,84.16666666666667,3,1
120,11054,194.0,2.0,833,81.5,5,0
120,10215,196.0,1.0,848,84.33333333333333,1,1
120,10700,196.0,2.0,973,97.16666666666667,2,1
120,11135,190.0,31.0,783,78.33333333333333,5,0
119,10404,179.0,1.0,857,85.66666666666667,4,0
119,10318,191.0,1.0,893,88.5,2,0
120,11185,199.0,3.0,868,84.66666666666667,2,0
120,11054,191.0,1.0,933,93.33333333333333,4,0
120,11054,194.0,1.0,888,88.5,4,0
119,10913,178.0,1.0,907,90.66666666666667,2,0
120,10557,194.0,2.0,885,87.0,3,0
120,11184,177.0,5.0,757,74.16666666666667,1,0
120,10561,196.0,2.0,910,90.83333333333333,2,1
119,11015,191.0,2.0,863,82.5,5,0
120,10253,196.0,2.0,903,86.83333333333333,2,1
119,10341,199.0,1.0,833,82.66666666666667,4,0
120,10215,196.0,2.0,878,78.83333333333333,1,0
120,10881,178.0,1.0,848,81.5,2,0
120,10413,179.0,3.0,848,82.83333333333333,2,0
120,10267,190.0,5.0,745,72.33333333333333,3,0
120,10557,197.0,9.0,990,98.5,4,0
120,10781,197.0,3.0,790,77.66666666666667,1,0
120,10214,196.0,1.0,955,93.16666666666667,1,1
120,10687,196.0,3.0,882,85.5,3,1
119,11090,191.0,5.0,965,94.66666666666667,1,0
119,10852,178.0,4.0,908,89.83333333333333,5,0
120,11043,196.0,2.0,803,80.33333333333333,2,1
120,10948,196.0,2.0,900,84.66666666666667,2,1
120,11186,179.0,3.0,855,84.66666666666667,5,0
120,10233,179.0,3.0,915,91.5,2,0
120,10616,179.0,2.0,865,72.16666666666667,3,0
120,10209,196.0,1.0,822,79.66666666666667,1,1
120,10867,191.0,1.0,953,93.5,3,0
119,10404,191.0,3.0,930,88.16666666666667,1,0
120,10748,178.0,1.0,880,88.0,3,0
119,10302,191.0,1.0,933,92.83333333333333,4,0
119,10214,194.0,1.0,968,96.5,5,0
120,10495,196.0,2.0,915,87.0,7,0
119,10223,194.0,7.0,878,84.66666666666667,3,0
120,10725,194.0,1.0,903,87.5,4,0
120,10211,199.0,3.0,820,80.5,4,0
120,10223,197.0,1.0,857,82.5,2,0
120,10223,191.0,1.0,932,91.83333333333333,3,0
120,10454,191.0,1.0,938,78.0,2,0
119,10223,196.0,7.0,930,91.5,7,1
120,10223,178.0,3.0,917,88.5,1,0
120,10223,191.0,1.0,965,94.33333333333333,2,0
120,10223,191.0,1.0,928,91.16666666666667,2,0
120,10455,191.0,1.0,890,88.33333333333333,4,0
120,10223,179.0,1.0,990,97.66666666666667,3,0
120,10839,178.0,1.0,895,89.33333333333333,3,0
120,10557,190.0,3.0,802,80.16666666666667,1,0
120,10429,191.0,1.0,878,87.83333333333333,5,0
120,10540,196.0,3.0,850,82.33333333333333,3,1
120,10410,196.0,1.0,865,84.33333333333333,1,1
119,10238,178.0,1.0,880,85.0,4,0
119,11189,175.0,1.0,845,77.5,4,0
119,10545,196.0,1.0,870,82.33333333333333,1,1
120,10616,199.0,3.0,848,81.66666666666667,4,0
119,10333,193.0,4.0,882,86.16666666666667,2,0
120,10384,191.0,1.0,955,91.33333333333333,2,0
119,11199,199.0,3.0,845,84.5,2,0
120,11164,178.0,1.0,823,82.33333333333333,3,0
120,10238,194.0,1.0,942,93.0,4,0
120,10384,191.0,4.0,927,91.83333333333333,5,0
119,11054,196.0,3.0,908,90.0,3,1
120,10215,177.0,2.0,840,82.33333333333333,4,0
120,10209,194.0,1.0,895,87.5,2,0
120,10717,196.0,2.0,957,94.66666666666667,2,1
120,10650,178.0,1.0,927,90.16666666666667,2,0
120,10505,178.0,1.0,958,92.16666666666667,7,0
120,10476,177.0,4.0,960,95.5,3,0
120,11090,196.0,1.0,892,87.33333333333333,1,1
120,10211,179.0,2.0,832,82.33333333333333,3,0
119,10432,190.0,5.0,852,82.66666666666667,3,0
119,10454,191.0,2.0,910,58.333333333333336,1,0
120,10299,197.0,3.0,852,85.16666666666667,2,0
120,10225,178.0,1.0,863,85.33333333333333,3,0
120,10273,194.0,1.0,877,87.66666666666667,6,0
119,10851,191.0,1.0,938,93.33333333333333,3,0
120,10472,191.0,1.0,918,90.66666666666667,3,0
120,11189,196.0,3.0,957,93.33333333333333,3,1
119,10612,191.0,1.0,958,93.16666666666667,4,0
119,10557,191.0,1.0,962,95.66666666666667,2,0
120,10660,181.0,1.0,762,75.83333333333333,2,0
120,10937,178.0,3.0,930,89.16666666666667,2,0
119,10814,193.0,4.0,850,81.16666666666667,7,0
120,10650,178.0,1.0,805,79.5,2,0
120,10660,191.0,2.0,853,84.33333333333333,3,0
119,10343,196.0,5.0,828,66.66666666666667,5,1
120,10215,196.0,1.0,813,81.33333333333333,1,1
120,10750,193.0,6.0,762,73.83333333333333,3,0
120,10322,196.0,6.0,822,79.33333333333333,5,0
120,10918,191.0,1.0,903,88.0,4,0
120,10209,191.0,4.0,783,78.33333333333333,3,0
120,11043,196.0,1.0,877,84.5,1,1
120,10696,196.0,3.0,857,85.66666666666667,3,1
120,11140,178.0,1.0,905,90.5,4,0
120,10278,196.0,2.0,832,82.33333333333333,2,1
120,11164,193.0,8.0,768,76.83333333333333,4,0
120,11083,196.0,3.0,825,82.5,3,1
120,10410,196.0,4.0,830,82.33333333333333,4,1
120,10902,178.0,1.0,852,15.333333333333334,3,0
120,10744,196.0,1.0,882,86.83333333333333,1,1
120,10617,196.0,1.0,845,84.5,1,1
119,11012,196.0,1.0,918,91.0,1,1
120,10458,178.0,1.0,892,88.83333333333333,5,0
120,10853,191.0,1.0,953,94.5,2,0
120,10917,196.0,1.0,885,84.66666666666667,1,1
119,10851,191.0,2.0,928,92.83333333333333,7,0
120,10524,178.0,1.0,810,79.33333333333333,6,0
120,10619,179.0,3.0,902,82.83333333333333,5,0
120,10698,190.0,4.0,0,73.83333333333333,2,0
119,10750,191.0,1.0,875,85.16666666666667,3,0
120,10562,199.0,1.0,770,77.0,5,0
119,10676,178.0,2.0,850,84.5,6,0
119,10817,179.0,1.0,875,87.0,2,0
120,11205,191.0,1.0,853,85.33333333333333,2,0
119,10557,191.0,1.0,975,96.83333333333333,2,0
120,10301,190.0,3.0,787,78.16666666666667,1,0
119,10617,190.0,2.0,773,77.33333333333333,3,0
119,10293,179.0,1.0,922,92.0,2,0
120,10733,178.0,3.0,955,94.0,6,0
119,11236,178.0,1.0,910,90.33333333333333,3,0
120,10459,197.0,3.0,930,93.0,4,0
120,11148,177.0,2.0,823,82.33333333333333,3,0
120,10384,196.0,1.0,880,84.5,1,1
120,11148,196.0,3.0,897,89.66666666666667,3,1
120,11169,190.0,4.0,813,81.33333333333333,1,0
120,11164,191.0,1.0,895,89.0,2,0
120,11166,179.0,5.0,823,82.33333333333333,6,0
120,10510,177.0,3.0,850,83.0,1,0
120,11061,178.0,1.0,918,88.0,3,0
119,10474,190.0,4.0,787,76.16666666666667,5,0
120,10302,196.0,2.0,847,84.66666666666667,2,1
120,10673,178.0,1.0,927,92.33333333333333,3,0
120,10215,190.0,4.0,817,81.66666666666667,1,0
120,10557,196.0,1.0,880,71.33333333333333,3,0
120,10722,179.0,1.0,892,88.5,4,0
120,10764,196.0,1.0,958,95.83333333333333,1,1
120,10616,178.0,1.0,937,90.83333333333333,3,0
120,10733,194.0,1.0,875,87.0,3,0
120,10812,179.0,1.0,828,82.83333333333333,6,0
120,10753,190.0,5.0,812,79.83333333333333,2,0
119,10898,191.0,1.0,897,86.0,2,0
120,10507,194.0,1.0,920,88.66666666666667,2,0
120,10733,194.0,1.0,922,92.16666666666667,3,0
120,10356,179.0,2.0,935,93.33333333333333,3,0
120,10434,196.0,2.0,800,76.33333333333333,1,0
120,10592,179.0,1.0,905,87.5,3,0
119,10396,194.0,1.0,958,95.66666666666667,4,0
120,10666,179.0,2.0,900,88.0,3,0
119,10747,191.0,1.0,883,88.33333333333333,4,0
120,10429,178.0,1.0,920,91.16666666666667,4,0
120,10266,178.0,1.0,893,86.5,4,0
120,10564,194.0,1.0,878,87.83333333333333,3,0
120,10429,196.0,1.0,922,89.33333333333333,1,1
120,10463,196.0,2.0,877,82.83333333333333,2,1
119,10476,191.0,1.0,880,84.33333333333333,8,0
119,10400,196.0,3.0,837,82.33333333333333,3,1
120,10719,178.0,2.0,883,87.16666666666667,4,0
120,10598,196.0,1.0,833,83.33333333333333,1,1
120,10331,196.0,1.0,872,85.5,1,1
120,10341,194.0,1.0,885,88.16666666666667,3,0
119,10650,178.0,1.0,940,93.33333333333333,3,0
120,10934,194.0,1.0,932,92.33333333333333,4,0
120,10372,178.0,2.0,932,76.33333333333333,7,0
120,10740,178.0,1.0,965,80.66666666666667,4,0
120,10567,191.0,3.0,868,84.16666666666667,5,0
120,11099,194.0,3.0,870,84.5,4,0
119,10757,194.0,3.0,925,89.5,6,0
119,10603,196.0,2.0,868,86.83333333333333,2,1
119,10673,178.0,1.0,915,91.0,2,0
120,10223,179.0,4.0,930,91.33333333333333,6,0
119,10835,196.0,1.0,888,79.66666666666667,1,1
120,10863,178.0,1.0,917,89.33333333333333,3,0
120,10592,179.0,1.0,875,85.33333333333333,2,0
120,10454,191.0,1.0,815,81.5,3,0
120,10726,190.0,2.0,828,79.5,1,0
120,10400,178.0,1.0,892,86.83333333333333,2,0
120,10455,181.0,1.0,855,83.16666666666667,3,0
120,10558,178.0,1.0,935,92.33333333333333,4,0
120,10982,191.0,1.0,913,90.5,3,0
119,10474,194.0,1.0,823,82.33333333333333,2,0
120,11000,178.0,1.0,935,87.5,4,0
120,10764,196.0,1.0,980,97.66666666666667,1,1
120,10902,199.0,1.0,820,14.833333333333334,5,0
119,10267,196.0,3.0,930,92.16666666666667,3,1
120,10725,198.0,10.0,0,73.83333333333333,2,0
120,10886,181.0,3.0,847,79.83333333333333,4,0
120,10731,196.0,3.0,887,87.16666666666667,3,1
120,10528,179.0,1.0,912,91.16666666666667,2,0
120,10412,179.0,3.0,908,90.83333333333333,5,0
120,10609,191.0,1.0,883,88.33333333333333,2,0
120,10362,181.0,1.0,890,87.66666666666667,3,0
119,10890,178.0,1.0,808,79.5,2,0
120,10385,194.0,1.0,960,95.16666666666667,2,0
120,10793,196.0,2.0,895,88.83333333333333,2,1
120,10564,175.0,5.0,838,83.83333333333333,2,0
120,10361,190.0,9.0,872,82.33333333333333,2,0
120,10341,196.0,3.0,900,90.0,3,1
120,11060,178.0,1.0,903,87.0,2,0
120,10930,178.0,1.0,883,83.33333333333333,6,0
120,10848,196.0,1.0,857,84.5,1,1
120,11099,194.0,2.0,820,78.33333333333333,9,0
120,10673,179.0,1.0,845,84.5,2,0
120,10245,194.0,2.0,920,91.83333333333333,3,0
120,10721,178.0,3.0,888,86.66666666666667,19,0
119,10405,179.0,1.0,937,91.83333333333333,4,0
120,10528,178.0,1.0,935,92.16666666666667,3,0
120,10558,178.0,1.0,958,95.33333333333333,2,0
120,10610,198.0,3.0,750,71.16666666666667,1,0
119,11209,191.0,1.0,942,92.5,3,0
120,10405,178.0,1.0,888,87.83333333333333,2,0
120,11130,178.0,2.0,855,82.0,6,0
120,10536,196.0,3.0,862,83.16666666666667,3,1
120,10383,196.0,2.0,847,83.16666666666667,2,1
120,10851,191.0,1.0,950,93.0,5,0
120,11200,194.0,3.0,950,94.66666666666667,2,0
120,10614,178.0,1.0,912,91.16666666666667,2,0
119,10372,194.0,2.0,938,91.83333333333333,3,0
119,11177,191.0,1.0,947,92.83333333333333,3,0
120,10749,177.0,3.0,853,82.0,2,0
119,11015,181.0,1.0,832,79.83333333333333,2,0
120,10370,179.0,2.0,905,90.5,3,0
119,10594,196.0,1.0,893,86.0,1,1
120,10742,191.0,1.0,943,91.33333333333333,3,0
120,10650,181.0,1.0,783,75.16666666666667,5,0
119,10495,178.0,1.0,893,73.83333333333333,3,0
120,11188,178.0,1.0,903,89.5,2,0
119,10364,191.0,1.0,895,87.16666666666667,3,0
120,10918,196.0,11.0,823,81.16666666666667,11,1
120,10918,190.0,1.0,760,76.0,5,0
120,10231,196.0,2.0,972,96.33333333333333,2,1
120,10231,178.0,2.0,852,82.33333333333333,3,0
120,10231,191.0,1.0,877,85.5,3,0
120,10231,194.0,2.0,865,85.66666666666667,3,0
120,10628,196.0,1.0,850,82.5,1,1
120,10717,197.0,7.0,910,88.0,9,0
120,10231,194.0,2.0,910,88.83333333333333,9,0
120,10709,196.0,3.0,850,80.83333333333333,3,1
120,10964,196.0,2.0,868,84.0,2,1
119,10922,196.0,2.0,975,97.0,6,0
120,10892,178.0,1.0,938,92.5,3,0
120,11010,196.0,1.0,877,83.0,1,1
120,11148,196.0,4.0,873,87.33333333333333,4,1
120,10601,190.0,3.0,847,83.0,1,0
120,10503,178.0,1.0,913,91.33333333333333,2,0
120,10898,197.0,2.0,805,80.5,3,0
120,11066,179.0,1.0,855,83.16666666666667,2,0
120,10735,194.0,4.0,877,83.16666666666667,2,0
120,11000,179.0,2.0,885,86.33333333333333,4,0
119,10868,196.0,1.0,825,80.33333333333333,1,1
120,10536,199.0,3.0,793,78.66666666666667,2,0
120,10403,199.0,2.0,913,74.66666666666667,3,0
120,10264,178.0,1.0,938,93.83333333333333,2,0
120,10458,194.0,1.0,882,85.16666666666667,5,0
120,10807,190.0,3.0,793,76.83333333333333,2,0
120,11180,194.0,2.0,923,92.33333333333333,3,0
120,10462,178.0,1.0,942,94.16666666666667,4,0
120,10568,194.0,1.0,918,91.83333333333333,4,0
119,10235,178.0,8.0,848,84.83333333333333,2,0
120,10938,196.0,1.0,813,77.66666666666667,1,0
120,10429,178.0,1.0,832,81.0,5,0
120,11051,197.0,4.0,788,78.83333333333333,3,0
120,10476,177.0,6.0,952,95.16666666666667,5,0
119,10294,191.0,1.0,943,92.33333333333333,2,0
120,10683,179.0,1.0,875,87.5,5,0
120,10485,190.0,1.0,843,84.33333333333333,3,0
120,10680,181.0,1.0,842,54.0,3,0
119,10962,193.0,5.0,790,79.0,3,0
120,11164,196.0,1.0,837,83.33333333333333,1,1
120,11164,179.0,1.0,790,78.0,3,0
120,11240,196.0,2.0,905,88.33333333333333,2,1
120,10358,178.0,1.0,890,88.16666666666667,5,0
120,10303,178.0,1.0,892,88.0,4,0
120,10558,178.0,2.0,950,94.33333333333333,3,0
120,10650,178.0,2.0,935,93.5,3,0
120,11063,191.0,1.0,875,87.5,2,0
120,10698,178.0,1.0,895,89.5,3,0
120,11000,194.0,1.0,847,84.66666666666667,3,0
119,10639,196.0,1.0,775,72.5,1,0
120,10516,175.0,4.0,807,80.66666666666667,13,0
119,10376,196.0,2.0,862,81.16666666666667,2,1
120,10476,196.0,3.0,827,79.66666666666667,3,0
119,10798,193.0,1.0,853,82.66666666666667,3,0
120,10722,196.0,1.0,900,90.0,1,1
120,10733,190.0,4.0,830,77.33333333333333,2,0
120,10561,178.0,1.0,942,94.0,3,0
120,10738,178.0,1.0,913,91.0,2,0
120,10316,178.0,1.0,880,86.66666666666667,3,0
119,11023,191.0,1.0,938,93.0,3,0
120,10229,179.0,1.0,885,86.5,4,0
120,10607,179.0,1.0,893,89.16666666666667,3,0
120,11148,196.0,1.0,872,87.16666666666667,1,1
120,10757,190.0,6.0,783,77.66666666666667,1,0
119,10662,191.0,1.0,895,87.83333333333333,3,0
120,10898,191.0,1.0,880,88.0,2,0
120,10725,199.0,5.0,730,73.0,2,0
120,10266,191.0,1.0,975,80.33333333333333,4,0
120,10243,196.0,3.0,823,79.16666666666667,3,0
120,10837,194.0,3.0,782,77.0,2,0
120,10508,178.0,1.0,915,91.33333333333333,2,0
119,10659,194.0,1.0,958,94.0,4,0
119,10298,178.0,1.0,970,95.83333333333333,3,0
120,10223,193.0,7.0,762,73.33333333333333,19,0
120,10646,190.0,3.0,843,83.16666666666667,5,0
120,10215,196.0,1.0,902,86.83333333333333,1,1
120,11065,179.0,1.0,900,16.333333333333332,2,0
120,10346,194.0,1.0,910,91.0,3,0
120,10755,196.0,2.0,847,82.5,2,1
120,11166,178.0,1.0,917,91.33333333333333,2,0
120,10918,194.0,3.0,935,91.66666666666667,4,0
120,10817,191.0,3.0,853,85.33333333333333,2,0
120,10585,196.0,1.0,833,81.16666666666667,1,1
120,10508,194.0,1.0,953,93.66666666666667,2,0
120,10294,196.0,3.0,850,84.16666666666667,3,1
120,10873,196.0,3.0,868,86.0,3,1
120,10650,190.0,4.0,793,79.33333333333333,1,0
120,10898,191.0,1.0,943,91.83333333333333,3,0
120,10557,196.0,2.0,953,95.33333333333333,2,1
120,10650,178.0,1.0,888,88.5,3,0
120,10565,193.0,7.0,727,72.66666666666667,2,0
120,10937,191.0,2.0,852,85.16666666666667,3,0
120,10896,196.0,4.0,855,82.0,4,1
