GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
119,10686,196.0,2.0,902,88.33333333333333,2,1,322.041
120,10956,196.0,1.0,873,87.33333333333333,1,1,132.428
119,11225,196.0,1.0,943,94.16666666666667,1,1,35.959
119,10297,196.0,1.0,902,90.16666666666667,2,0,175.537
119,11145,196.0,3.0,888,88.5,3,1,129.213
120,11145,196.0,1.0,953,93.83333333333333,1,1,129.213
120,10341,196.0,4.0,813,79.33333333333333,1,0,44.036
120,10565,196.0,1.0,857,85.66666666666667,1,1,302.166
120,11140,196.0,5.0,893,87.33333333333333,5,1,
120,10758,196.0,3.0,975,97.33333333333333,3,1,322.041
120,11210,196.0,1.0,865,86.5,1,1,68.5
120,10384,196.0,2.0,857,85.66666666666667,2,1,79.807
120,10737,196.0,3.0,908,89.0,3,1,51.696
120,10432,196.0,2.0,892,88.0,2,1,101.274
120,10258,196.0,1.0,955,99.0,1,1,94.384
120,10703,196.0,7.0,858,84.16666666666667,7,1,143.078
120,10638,196.0,1.0,933,92.66666666666667,1,1,30.2
119,10611,196.0,1.0,860,84.16666666666667,1,1,68.607
119,11090,196.0,1.0,917,91.16666666666667,1,1,96.7
120,10321,196.0,3.0,882,87.0,3,1,
120,10321,196.0,3.0,875,85.5,3,1,
120,10383,196.0,1.0,882,85.16666666666667,1,1,323.122
120,10662,196.0,3.0,885,85.83333333333333,3,1,44.036
120,11043,196.0,1.0,875,86.5,1,1,57.919
120,10267,196.0,3.0,777,77.66666666666667,3,0,94.929
120,10273,196.0,4.0,802,77.5,3,0,49.865
120,10341,196.0,2.0,890,89.0,2,1,44.036
120,10302,196.0,2.0,872,87.16666666666667,2,1,29.132
120,10499,196.0,4.0,842,83.16666666666667,4,1,85.419
120,10775,196.0,3.0,793,77.16666666666667,2,0,58.645
119,11066,196.0,3.0,893,87.66666666666667,3,1,228.793
120,10578,196.0,2.0,885,83.5,2,1,106.86
120,10442,196.0,2.0,902,89.16666666666667,2,1,61.649
120,11140,196.0,5.0,878,87.83333333333333,5,1,86.654
120,10302,196.0,4.0,840,80.5,4,1,29.132
120,11140,196.0,3.0,908,90.83333333333333,3,1,89.771
120,10674,196.0,3.0,902,89.33333333333333,3,1,27.328
119,11091,196.0,1.0,862,82.83333333333333,1,1,48.809
120,10948,196.0,4.0,882,85.66666666666667,4,1,79.807
120,11019,196.0,2.0,930,86.0,2,1,69.171
119,10874,196.0,1.0,885,88.33333333333333,1,1,79.543
119,10302,196.0,2.0,917,90.16666666666667,2,1,29.132
119,10566,196.0,1.0,903,87.66666666666667,1,1,105.996
120,11209,196.0,1.0,808,80.83333333333333,1,0,58.645
120,10722,196.0,4.0,898,88.16666666666667,4,1,230.54
119,10452,196.0,2.0,903,90.33333333333333,2,1,28.402
120,11174,196.0,1.0,835,75.33333333333333,1,0,83.177
119,11145,196.0,2.0,942,92.83333333333333,2,1,129.213
120,10957,196.0,3.0,898,89.83333333333333,3,1,150.0
119,10356,196.0,2.0,905,89.16666666666667,2,1,21.04
120,10384,196.0,1.0,905,88.66666666666667,1,1,73.9
120,10345,196.0,3.0,837,84.0,3,1,77.704
120,10758,196.0,1.0,878,86.33333333333333,1,1,329.059
120,11024,196.0,1.0,817,79.66666666666667,2,0,28.402
120,10356,196.0,1.0,865,85.33333333333333,1,1,21.04
120,10743,196.0,2.0,910,89.33333333333333,2,1,78.031
120,11048,196.0,2.0,840,82.66666666666667,2,1,102.72
120,10645,196.0,2.0,867,83.33333333333333,2,1,401.465
119,11020,196.0,3.0,768,76.0,1,0,27.328
120,11168,196.0,3.0,878,85.33333333333333,3,1,520.91
120,10775,196.0,2.0,860,85.83333333333333,2,1,12.341
120,10499,196.0,1.0,927,91.16666666666667,1,1,85.419
120,10851,196.0,1.0,957,94.66666666666667,1,1,43.375
119,10504,196.0,1.0,945,92.66666666666667,1,1,76.219
119,10333,196.0,3.0,932,92.16666666666667,3,1,743.517
119,10816,196.0,1.0,865,83.83333333333333,2,0,47.066
120,10529,196.0,3.0,972,96.33333333333333,3,1,253.935
120,11238,196.0,2.0,935,90.83333333333333,2,1,
120,10981,196.0,3.0,838,83.0,3,1,273.902
120,10614,196.0,4.0,847,82.33333333333333,1,0,536.65
120,10548,196.0,1.0,810,77.83333333333333,1,0,105.998
120,11164,196.0,6.0,837,81.83333333333333,1,0,69.576
119,10930,196.0,2.0,873,85.33333333333333,2,1,123.68
120,10273,196.0,3.0,907,88.5,4,0,47.066
