GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,11238,178.0,3.0,903,90.33333333333333,4,0,
120,11140,,,0,,2,0,77.395
119,10996,,,918,89.5,5,0,
120,11140,178.0,2.0,915,90.83333333333333,5,0,77.395
119,10297,197.0,4.0,878,83.83333333333333,1,0,175.537
120,11238,178.0,2.0,927,87.33333333333333,3,0,58.645
119,11140,194.0,3.0,858,85.83333333333333,4,0,77.395
120,10611,197.0,2.0,932,91.5,1,0,73.9
120,11140,194.0,1.0,898,89.83333333333333,3,0,77.395
120,10486,178.0,1.0,967,96.33333333333333,2,0,198.367
120,11140,178.0,3.0,867,86.5,4,0,77.395
120,10530,190.0,3.0,828,82.83333333333333,2,0,37.191
119,10353,178.0,1.0,950,92.66666666666667,2,0,77.704
119,11140,194.0,2.0,892,88.83333333333333,4,0,77.395
120,11140,178.0,6.0,850,85.0,5,0,77.395
120,11140,,,0,,3,0,77.395
120,10587,194.0,1.0,883,88.33333333333333,2,0,86.654
120,10452,,,815,81.5,1,0,44.386
120,10727,194.0,1.0,912,91.16666666666667,4,0,48.89
119,11140,194.0,4.0,867,86.66666666666667,7,0,77.395
119,10382,193.0,2.0,857,83.66666666666667,3,0,503.542
120,10383,178.0,1.0,948,93.8,2,0,322.041
120,10505,197.0,3.0,775,72.5,2,0,58.645
120,10727,178.0,1.0,938,93.16666666666667,2,0,48.89
120,10580,191.0,1.0,917,91.66666666666667,3,0,339.69
120,11140,178.0,3.0,927,92.66666666666667,2,0,77.395
120,10387,,,890,86.83333333333333,4,0,79.187
120,10268,178.0,1.0,882,88.16666666666667,3,0,65.463
120,11158,191.0,1.0,905,89.66666666666667,3,0,78.844
120,10234,178.0,1.0,957,95.5,4,0,273.902
120,10451,178.0,2.0,850,81.33333333333333,3,0,65.281
120,10529,191.0,1.0,925,92.0,4,0,253.935
120,10260,199.0,1.0,882,88.16666666666667,4,0,85.419
119,10384,198.0,1.0,853,85.16666666666667,3,0,79.807
119,11213,181.0,1.0,948,93.33333333333333,2,0,405.341
120,11140,194.0,5.0,880,88.0,2,0,89.771
119,10331,178.0,1.0,882,88.0,2,0,47.066
120,10410,181.0,3.0,897,87.5,2,0,46.357
119,10222,178.0,1.0,978,97.83333333333333,3,0,26.523
120,10530,190.0,5.0,913,88.0,1,0,61.605
120,10253,178.0,4.0,827,80.33333333333333,2,0,71.053
120,10331,178.0,4.0,920,89.33333333333333,2,0,47.066
119,10383,191.0,2.0,948,94.5,3,0,322.041
120,11199,178.0,2.0,903,90.33333333333333,3,0,5.061
120,11199,178.0,1.0,945,94.5,3,0,5.061
119,11140,194.0,2.0,892,89.0,6,0,77.395
119,11140,194.0,4.0,832,83.16666666666667,3,0,77.395
120,11158,191.0,3.0,890,87.0,4,0,91.6
119,10580,,,915,89.5,1,0,339.69
120,10880,,,752,73.83333333333333,2,0,339.69
120,10331,178.0,1.0,930,91.0,6,0,47.066
120,10683,178.0,2.0,937,93.66666666666667,3,0,277.914
120,11013,178.0,1.0,932,92.5,3,0,80.095
119,10790,177.0,3.0,878,86.16666666666667,1,0,300.974
119,10956,178.0,1.0,898,89.5,2,0,132.428
120,10277,,,838,83.83333333333333,4,0,326.986
120,10561,178.0,1.0,908,90.33333333333333,2,0,89.2
120,10638,198.0,3.0,760,72.0,1,0,30.2
120,11232,191.0,1.0,955,95.5,2,0,401.465
120,10793,199.0,2.0,870,86.16666666666667,3,0,323.122
120,10266,178.0,3.0,845,84.5,2,0,123.68
120,10758,179.0,4.0,842,84.16666666666667,3,0,329.059
