YEAR,RECNO,SCHOOL,SBOARD,REGBOARD,CNTYBOARD,GEND,BIRTHY,RESPROV,RESCNTY,ZIP3,RESCOUNT,RESRGN,STATUS,CIT,CITRGN,LANG,APPCAT,CONFUNI,CONFPR,CONFPRG,CONLEV,CONFT,CONFCHOIC,REGUNI,REGPR,REGPRG,REGLEV,REGT,REGCHOIC,SECORCOD1,SECORC1,SECORM1,SECORCOD2,SECORC2,SECORM2,SECORCOD3,SECORC3,SECORM3,SECORCOD4,SECORC4,SECORM4,SECORCOD5,SECORC5,SECORM5,SECORCOD6,SECORC6,SECORM6,SECORCOD7,SECORC7,SECORM7,SECORCOD8,SECORC8,SECORM8,SECORCOD9,SECORC9,SECORM9,SECORCOD10,SECORC10,SECORM10,SECORCOD11,SECORC11,SECORM11,SECORCOD12,SECORC12,SECORM12,YRSSCH,NOAC,TOTOAC,WAVERG1,WAVERG2,MOI,CHOIC1,DUNI1,DPRO1,DPG1,DFS1,DENR1,DMAJ1,DCOOP1,DLEV1,UDEC1,PRO1,PRGO1,DENRD1,DLEVD1,CONIND1,REGIND1,CHOIC2,DUNI2,DPRO2,DPG2,DFS2,DENR2,DMAJ2,DCOOP2,DLEV2,UDEC2,PRO2,PRGO2,DENRD2,DLEVD2,CONIND2,REGIND2,CHOIC3,DUNI3,DPRO3,DPG3,DFS3,DENR3,DMAJ3,DCOOP3,DLEV3,UDEC3,PRO3,PRGO3,DENRD3,DLEVD3,CONIND3,REGIND3,CHOIC4,DUNI4,DPRO4,DPG4,DFS4,DENR4,DMAJ4,DCOOP4,DLEV4,UDEC4,PRO4,PRGO4,DENRD4,DLEVD4,CONIND4,REGIND4,CHOIC5,DUNI5,DPRO5,DPG5,DFS5,DENR5,DMAJ5,DCOOP5,DLEV5,UDEC5,PRO5,PRGO5,DENRD5,DLEVD5,CONIND5,REGIND5,CHOIC6,DUNI6,DPRO6,DPG6,DFS6,DENR6,DMAJ6,DCOOP6,DLEV6,UDEC6,PRO6,PRGO6,DENRD6,DLEVD6,CONIND6,REGIND6,CHOIC7,DUNI7,DPRO7,DPG7,DFS7,DENR7,DMAJ7,DCOOP7,DLEV7,UDEC7,PRO7,PRGO7,DENRD7,DLEVD7,CONIND7,REGIND7,CHOIC8,DUNI8,DPRO8,DPG8,DFS8,DENR8,DMAJ8,DCOOP8,DLEV8,UDEC8,PRO8,PRGO8,DENRD8,DLEVD8,CONIND8,REGIND8,CHOIC9,DUNI9,DPRO9,DPG9,DFS9,DENR9,DMAJ9,DCOOP9,DLEV9,UDEC9,PRO9,PRGO9,DENRD9,DLEVD9,CONIND9,REGIND9,CHOIC10,DUNI10,DPRO10,DPG10,DFS10,DENR10,DMAJ10,DCOOP10,DLEV10,UDEC10,PRO10,PRGO10,DENRD10,DLEVD10,CONIND10,REGIND10,CHOIC11,DUNI11,DPRO11,DPG11,DFS11,DENR11,DMAJ11,DCOOP11,DLEV11,UDEC11,PRO11,PRGO11,DENRD11,DLEVD11,CONIND11,REGIND11,CHOIC12,DUNI12,DPRO12,DPG12,DFS12,DENR12,DMAJ12,DCOOP12,DLEV12,UDEC12,PRO12,PRGO12,DENRD12,DLEVD12,CONIND12,REGIND12,CHOIC13,DUNI13,DPRO13,DPG13,DFS13,DENR13,DMAJ13,DCOOP13,DLEV13,UDEC13,PRO13,PRGO13,DENRD13,DLEVD13,CONIND13,REGIND13,CHOIC14,DUNI14,DPRO14,DPG14,DFS14,DENR14,DMAJ14,DCOOP14,DLEV14,UDEC14,PRO14,PRGO14,DENRD14,DLEVD14,CONIND14,REGIND14,CHOIC15,DUNI15,DPRO15,DPG15,DFS15,DENR15,DMAJ15,DCOOP15,DLEV15,UDEC15,PRO15,PRGO15,DENRD15,DLEVD15,CONIND15,REGIND15,CHOIC16,DUNI16,DPRO16,DPG16,DFS16,DENR16,DMAJ16,DCOOP16,DLEV16,UDEC16,PRO16,PRGO16,DENRD16,DLEVD16,CONIND16,REGIND16,CHOIC17,DUNI17,DPRO17,DPG17,DFS17,DENR17,DMAJ17,DCOOP17,DLEV17,UDEC17,PRO17,PRGO17,DENRD17,DLEVD17,CONIND17,REGIND17,CHOIC18,DUNI18,DPRO18,DPG18,DFS18,DENR18,DMAJ18,DCOOP18,DLEV18,UDEC18,PRO18,PRGO18,DENRD18,DLEVD18,CONIND18,REGIND18,CHOIC19,DUNI19,DPRO19,DPG19,DFS19,DENR19,DMAJ19,DCOOP19,DLEV19,UDEC19,PRO19,PRGO19,DENRD19,DLEVD19,CONIND19,REGIND19,CHOIC20,DUNI20,DPRO20,DPG20,DFS20,DENR20,DMAJ20,DCOOP20,DLEV20,UDEC20,PRO20,PRGO20,DENRD20,DLEVD20,CONIND20,REGIND20
2013,831446,11219,7010,6007,5007,119,1995,125,137,N3A,20042,210,2,20025,203,1,1,,,300,,,,,,300,,,,ENG4U,100,82,MCV4U,100,67,MHF4U,100,76,SCH4U,100,72,SPH4U,100,71,THJ4M,100,90,,,,,,,,,,,,,,,,,,,1,6,600,0,763,,1,175,GPT,274,1,W,,,1,1,GMS,279,W,1,N,N,2,193,RII,274,1,W,,,1,1,RII,274,W,1,N,N,3,196,SI,274,1,F,99963,,1,1,SNO,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831386,10295,7035,6030,5030,119,1995,125,162,N8N,20042,210,0,20131,211,1,1,177,BIN,274,1,F,2,177,BIN,274,1,F,2,ENG4U,100,90,FSF4U2,100,80,HRE4M,100,88,MCV4U,100,70,MHF4U,100,86,SCH4U,100,85,SPH4U,100,88,,,,,,,,,,,,,,,,4,7,700,835,862,,1,179,II,274,1,F,99944,,1,1,II,274,F,1,N,N,2,177,BIN,274,1,F,,,1,1,BIN,274,F,1,Y,Y,3,196,SI,274,1,F,99944,,1,1,SI,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831381,10758,7051,6021,5021,120,1995,125,153,K7K,20042,210,1,20094,201,3,1,178,KKC,274,1,F,2,178,KKC,274,1,F,2,ENG4U,100,85,EWC4U,100,,ICS4U,100,97,MCV4U,100,85,MDM4U,100,91,MHF4U,100,85,SCH4U,100,86,SPH4U,100,80,TEJ4M,100,91,TGJ4M,100,82,,,,,,,5,9,900,883,892,,1,191,ZI,274,1,F,97954,,1,2,,300,,,N,N,2,178,KKC,274,1,F,,1,1,1,KKC,274,F,1,Y,Y,3,196,SIA,274,1,F,97954,1,1,1,SIA,274,F,1,N,N,4,194,OI,274,1,F,94147,,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831437,11225,7007,6014,5014,120,1995,125,144,L4W,20042,210,0,20131,211,1,1,194,OI,274,1,F,1,194,OI,274,1,F,1,ENG4U,100,86,FSF4U,100,81,MCV4U,100,95,MDM4U,100,98,MHF4U,100,93,SCH4U,100,91,SPH4U,100,92,,,,,,,,,,,,,,,,4,7,700,925,925,,1,194,OI,274,1,F,94160,,1,1,OI,274,F,1,Y,Y,2,196,SI,274,1,F,99944,,1,1,SI,274,F,1,N,N,3,178,KKU,274,1,F,,1,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831440,10381,7035,6030,5030,119,1995,125,162,N9E,20042,210,0,20131,211,1,1,177,BPN,277,1,F,3,177,BPN,277,1,F,3,CIA4U,100,88,ENG4U,100,90,FSF4U2,100,91,HRE4M,100,93,MCV4U,100,90,MHF4U,100,80,SBI4U,100,96,SCH4U,100,90,SPH4U,100,85,,,,,,,,,,4,9,900,913,917,,1,196,SIA,274,1,F,94964,1,1,1,SIA,274,F,1,N,N,2,178,KBO,274,1,F,,1,1,2,,300,,,N,N,3,177,BPN,277,1,F,,,1,1,BPN,277,F,1,Y,Y,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831439,10413,7021,6031,5031,119,1995,125,163,N3Y,20042,210,0,20131,211,1,1,,,300,,,,,,300,,,,ENG4U,100,84,HRE4M,100,90,IDC4U,100,90,MCV4U,100,76,MHF4U,100,80,SBI4U,100,85,SCH4U,100,87,SPH4U,100,78,,,,,,,,,,,,,4,8,800,827,860,,1,196,SI,274,1,F,99963,,1,1,SI,274,F,1,N,N,2,176,MNE,277,1,F,,,1,1,MNE,277,F,1,N,N,3,196,STP,277,1,F,91957,,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831430,11140,7007,6013,5013,120,1993,125,143,M3H,20042,210,2,20094,201,3,1,194,OOS,274,1,F,2,194,OOS,274,1,F,2,CGW4U,100,75,CHI4U,100,85,ENG4U,100,76,MCV4U,100,99,MHF4U,100,99,SCH4U,100,93,SPH4U,100,82,,,,,,,,,,,,,,,,1,7,700,890,890,,1,194,OTH,279,1,F,,,1,2,,300,,,N,N,2,194,OL,274,1,F,94562,,1,1,OOS,274,F,1,Y,Y,3,178,KI,274,1,F,,1,1,2,,300,,,N,N,4,178,KIQ,290,1,F,,1,1,2,,300,,,N,N,5,194,OJN,248,1,F,91672,1,1,1,OPS,275,F,1,N,N,6,196,SI,274,1,F,99944,,1,1,SI,274,F,1,N,N,7,179,II,274,1,F,99944,,1,1,II,274,F,1,N,N,8,196,SN,275,1,F,99909,,1,1,SN,275,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831410,11140,7007,6013,5013,120,1994,125,143,M3H,20042,210,2,20094,201,3,1,194,OI,274,1,F,1,194,OI,274,1,F,1,CGW4U,100,74,CHI4U,100,80,ENG4U,100,74,MCV4U,100,99,MHF4U,100,99,SCH4U,100,90,SPH4U,100,83,,,,,,,,,,,,,,,,1,7,700,875,875,,1,194,OI,274,1,F,94160,,1,1,OI,274,F,1,Y,Y,2,178,KSW,235,1,F,,1,1,1,KSW,235,F,1,N,N,3,178,KPR,274,1,F,,1,1,2,,300,,,N,N,4,178,KAP,235,1,F,,1,1,1,KAP,235,F,1,N,N,5,196,SIA,274,1,F,97954,1,1,1,SIA,274,F,1,N,N,6,194,OPA,277,1,F,99361,1,1,1,OPA,277,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831413,10686,7051,6021,5021,119,1994,125,153,K7P,20042,210,0,20131,211,1,1,196,SIA,274,1,F,2,196,SIA,274,1,F,2,ENG4U,100,95,FIF4U2,100,86,LWSDU,100,87,MCV4U,100,90,MHF4U,100,90,PSE4U,100,93,SBI4U,100,77,SCH4U,100,80,SPH4U,100,82,,,,,,,,,,5,9,900,0,902,,1,178,KKU,274,1,F,,1,1,2,,300,,,N,N,2,196,SIA,274,1,F,99719,1,1,1,SIA,274,F,1,Y,Y,3,193,RCI,274,1,F,,1,1,1,RCI,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2013,831402,10842,7064,6042,5042,119,1995,125,174,P0T,20042,210,0,20131,211,1,1,191,ZI,274,1,F,1,191,ZI,274,1,F,1,ENG4U,200,93,MCV4U,100,93,MHF4U,100,95,SBI4U,100,90,SCH4U,100,94,SPH4U,100,96,,,,,,,,,,,,,,,,,,,4,6,700,940,940,,1,191,ZI,274,1,F,99963,,1,1,ZI,274,F,1,Y,Y,2,196,SIA,274,1,F,99963,1,1,1,SIA,274,F,1,N,N,3,193,RDA,273,1,F,,,1,1,RDA,273,F,1,N,N,4,179,IK,260,1,F,99507,,1,1,IK,260,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
