GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
119,10686,196.0,2.0,902,88.33333333333333,2,1
120,10956,196.0,1.0,873,87.33333333333333,1,1
119,11225,196.0,1.0,943,94.16666666666667,1,1
119,10297,196.0,1.0,902,90.16666666666667,2,0
119,11145,196.0,3.0,888,88.5,3,1
120,11145,196.0,1.0,953,93.83333333333333,1,1
120,10341,196.0,4.0,813,79.33333333333333,1,0
120,10565,196.0,1.0,857,85.66666666666667,1,1
120,11140,196.0,5.0,893,87.33333333333333,5,1
120,10758,196.0,3.0,975,97.33333333333333,3,1
120,11210,196.0,1.0,865,86.5,1,1
120,10384,196.0,2.0,857,85.66666666666667,2,1
120,10737,196.0,3.0,908,89.0,3,1
120,10432,196.0,2.0,892,88.0,2,1
120,10258,196.0,1.0,955,16.5,1,1
120,10703,196.0,7.0,858,84.16666666666667,7,1
120,10638,196.0,1.0,933,92.66666666666667,1,1
119,10611,196.0,1.0,860,84.16666666666667,1,1
119,11090,196.0,1.0,917,91.16666666666667,1,1
120,10321,196.0,3.0,882,87.0,3,1
120,10321,196.0,3.0,875,85.5,3,1
120,10383,196.0,1.0,882,85.16666666666667,1,1
120,10662,196.0,3.0,885,85.83333333333333,3,1
120,11043,196.0,1.0,875,86.5,1,1
120,10267,196.0,3.0,777,77.66666666666667,3,0
120,10273,196.0,4.0,802,77.5,3,0
120,10341,196.0,2.0,890,89.0,2,1
120,10302,196.0,2.0,872,87.16666666666667,2,1
120,10499,196.0,4.0,842,83.16666666666667,4,1
120,10775,196.0,3.0,793,77.16666666666667,2,0
119,11066,196.0,3.0,893,87.66666666666667,3,1
120,10578,196.0,2.0,885,83.5,2,1
120,10442,196.0,2.0,902,89.16666666666667,2,1
120,11140,196.0,5.0,878,87.83333333333333,5,1
120,10302,196.0,4.0,840,80.5,4,1
120,11140,196.0,3.0,908,90.83333333333333,3,1
120,10674,196.0,3.0,902,89.33333333333333,3,1
119,11091,196.0,1.0,862,82.83333333333333,1,1
120,10948,196.0,4.0,882,85.66666666666667,4,1
120,11019,196.0,2.0,930,86.0,2,1
119,10874,196.0,1.0,885,88.33333333333333,1,1
119,10302,196.0,2.0,917,90.16666666666667,2,1
119,10566,196.0,1.0,903,87.66666666666667,1,1
120,11209,196.0,1.0,808,80.83333333333333,1,0
120,10722,196.0,4.0,898,88.16666666666667,4,1
119,10452,196.0,2.0,903,90.33333333333333,2,1
120,11174,196.0,1.0,835,75.33333333333333,1,0
119,11145,196.0,2.0,942,92.83333333333333,2,1
120,10957,196.0,3.0,898,89.83333333333333,3,1
119,10356,196.0,2.0,905,89.16666666666667,2,1
120,10384,196.0,1.0,905,88.66666666666667,1,1
120,10345,196.0,3.0,837,70.0,3,1
120,10758,196.0,1.0,878,86.33333333333333,1,1
120,11024,196.0,1.0,817,79.66666666666667,2,0
120,10356,196.0,1.0,865,85.33333333333333,1,1
120,10743,196.0,2.0,910,89.33333333333333,2,1
120,11048,196.0,2.0,840,82.66666666666667,2,1
120,10645,196.0,2.0,867,83.33333333333333,2,1
119,11020,196.0,3.0,768,50.666666666666664,1,0
120,11168,196.0,3.0,878,85.33333333333333,3,1
120,10775,196.0,2.0,860,85.83333333333333,2,1
120,10499,196.0,1.0,927,91.16666666666667,1,1
120,10851,196.0,1.0,957,94.66666666666667,1,1
119,10504,196.0,1.0,945,92.66666666666667,1,1
119,10333,196.0,3.0,932,92.16666666666667,3,1
119,10816,196.0,1.0,865,83.83333333333333,2,0
120,10529,196.0,3.0,972,96.33333333333333,3,1
120,11238,196.0,2.0,935,90.83333333333333,2,1
120,10981,196.0,3.0,838,83.0,3,1
120,10614,196.0,4.0,847,82.33333333333333,1,0
120,10548,196.0,1.0,810,77.83333333333333,1,0
120,11164,196.0,6.0,837,81.83333333333333,1,0
119,10930,196.0,2.0,873,85.33333333333333,2,1
120,10273,196.0,3.0,907,88.5,4,0
120,10850,196.0,3.0,848,84.83333333333333,3,1
120,11210,196.0,1.0,873,87.33333333333333,1,1
120,10499,196.0,1.0,962,95.5,1,1
120,10835,196.0,2.0,855,79.83333333333333,2,1
120,10930,196.0,2.0,875,86.66666666666667,2,1
120,10647,196.0,3.0,875,86.66666666666667,3,1
120,10452,196.0,1.0,922,92.16666666666667,1,1
120,10394,196.0,3.0,873,86.5,3,1
120,10964,196.0,1.0,915,86.5,1,1
120,10594,196.0,2.0,887,85.83333333333333,1,0
119,11030,196.0,6.0,860,84.66666666666667,6,1
120,10885,196.0,1.0,917,90.16666666666667,1,1
119,10410,196.0,1.0,878,85.83333333333333,1,1
120,11043,196.0,3.0,877,86.5,3,1
120,10267,196.0,1.0,852,85.16666666666667,1,1
120,10324,196.0,3.0,892,15.333333333333334,3,1
120,10801,196.0,2.0,883,83.66666666666667,2,1
119,10429,196.0,2.0,882,87.33333333333333,2,1
120,10887,196.0,2.0,887,88.5,2,1
120,10639,196.0,3.0,878,87.83333333333333,3,1
120,10881,196.0,1.0,983,97.5,1,1
119,10396,196.0,1.0,933,93.16666666666667,1,1
120,10302,196.0,1.0,905,90.5,1,1
120,10509,196.0,1.0,853,85.33333333333333,1,1
120,11026,196.0,2.0,863,85.66666666666667,2,1
120,10668,196.0,3.0,825,77.5,1,0
120,10384,196.0,5.0,935,92.83333333333333,5,1
120,10965,196.0,1.0,880,85.0,1,1
120,10523,196.0,3.0,888,87.5,3,1
120,11140,196.0,4.0,882,88.16666666666667,4,1
120,10384,196.0,1.0,967,91.83333333333333,1,1
120,10423,196.0,2.0,912,74.66666666666667,2,1
120,10594,196.0,3.0,833,79.83333333333333,1,0
119,10302,196.0,3.0,943,93.0,3,1
120,10335,196.0,2.0,897,89.5,2,1
119,10557,196.0,3.0,930,92.5,3,1
120,10302,196.0,1.0,872,85.5,1,1
120,11093,196.0,6.0,955,95.5,6,1
120,10764,196.0,1.0,833,80.16666666666667,2,0
120,10996,196.0,3.0,917,90.16666666666667,3,1
119,10996,196.0,2.0,918,91.83333333333333,2,1
120,10327,196.0,5.0,858,85.83333333333333,5,1
120,10373,196.0,1.0,843,82.66666666666667,1,1
120,10356,196.0,3.0,855,85.5,3,1
120,11049,196.0,1.0,857,84.83333333333333,1,1
120,10530,196.0,1.0,830,43.166666666666664,2,0
120,10786,196.0,5.0,958,95.33333333333333,8,0
119,10578,196.0,2.0,927,90.66666666666667,8,0
120,10422,196.0,3.0,882,84.0,3,1
120,10546,196.0,1.0,847,86.66666666666667,1,1
120,10837,196.0,1.0,807,75.16666666666667,1,0
120,10523,196.0,1.0,918,89.83333333333333,1,1
120,10638,196.0,3.0,882,88.16666666666667,3,1
120,10754,196.0,1.0,933,91.33333333333333,1,1
120,11140,196.0,4.0,827,82.66666666666667,4,1
120,11238,196.0,1.0,880,88.0,1,1
120,11157,196.0,3.0,850,85.0,3,1
120,10266,196.0,5.0,852,83.33333333333333,1,0
120,11051,196.0,3.0,837,82.66666666666667,4,0
120,10489,196.0,2.0,768,76.83333333333333,4,0
120,10464,196.0,3.0,865,86.5,3,1
120,10476,196.0,1.0,938,90.83333333333333,4,0
120,10364,196.0,2.0,865,85.66666666666667,2,1
120,10861,196.0,3.0,860,86.0,3,1
119,10300,196.0,2.0,875,87.0,2,1
120,10696,196.0,2.0,860,84.5,2,1
120,11024,196.0,2.0,810,77.0,1,0
120,10717,196.0,2.0,802,76.66666666666667,2,0
120,11015,196.0,1.0,932,90.5,1,1
120,10598,196.0,3.0,798,75.0,1,0
120,11049,196.0,1.0,833,82.5,2,0
120,11074,196.0,3.0,878,85.66666666666667,3,1
119,10460,196.0,1.0,955,95.16666666666667,1,1
119,11024,196.0,5.0,917,88.83333333333333,4,0
120,10324,196.0,1.0,892,29.166666666666668,1,1
119,10889,196.0,1.0,815,76.33333333333333,1,0
120,11136,196.0,3.0,887,88.66666666666667,3,1
120,10829,196.0,3.0,863,85.5,3,1
120,10829,196.0,3.0,860,83.0,3,1
120,10909,196.0,1.0,897,16.333333333333332,1,1
120,10738,196.0,4.0,867,85.83333333333333,4,1
120,10400,196.0,6.0,880,83.33333333333333,5,0
