GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,11149,196.0,1.0,915,90.83333333333333,1,1,66.4
120,11140,196.0,1.0,838,83.83333333333333,4,0,94.52
120,11073,196.0,1.0,853,85.33333333333333,1,0,85.419
119,10081,196.0,4.0,878,87.33333333333333,4,1,36.619
120,10535,196.0,1.0,903,85.16666666666667,1,1,101.274
120,10618,196.0,2.0,892,88.66666666666667,2,1,506.394
120,11073,196.0,1.0,860,86.0,1,1,91.207
120,10486,196.0,1.0,950,92.16666666666667,2,0,213.801
120,10831,196.0,2.0,803,80.0,2,0,256.089
119,10384,196.0,5.0,828,79.0,1,0,69.576
120,10628,196.0,3.0,887,86.66666666666667,4,0,198.367
120,10136,196.0,2.0,903,90.33333333333333,2,1,47.319
120,11094,196.0,2.0,950,95.0,2,1,44.036
120,10538,196.0,1.0,938,93.16666666666667,1,1,743.517
120,10096,196.0,2.0,902,90.16666666666667,2,1,
120,10085,196.0,1.0,933,91.83333333333333,4,0,200.433
120,10499,196.0,2.0,895,87.83333333333333,2,1,85.419
119,10375,196.0,4.0,883,84.83333333333333,4,1,35.753
119,10727,196.0,1.0,893,89.33333333333333,1,1,48.89
120,10096,196.0,2.0,902,89.0,2,1,
120,10175,196.0,2.0,927,92.0,2,1,95.795
120,10104,196.0,2.0,917,90.0,2,0,
119,10096,196.0,3.0,950,94.0,3,1,
120,10302,196.0,2.0,863,84.66666666666667,2,0,29.132
120,10550,196.0,1.0,955,94.66666666666667,1,1,123.555
120,11012,196.0,1.0,832,82.0,1,0,30.2
120,10471,196.0,2.0,927,92.33333333333333,2,1,136.481
120,10244,196.0,3.0,885,88.5,3,1,89.771
119,10619,196.0,1.0,898,87.5,1,1,76.332
120,10628,196.0,1.0,967,95.66666666666667,1,1,198.367
120,11154,196.0,2.0,857,85.66666666666667,2,1,94.52
119,10144,196.0,1.0,900,86.0,3,0,513.603
120,10574,196.0,2.0,933,91.16666666666667,2,1,138.978
120,11145,196.0,4.0,912,88.16666666666667,4,1,129.213
120,11145,196.0,1.0,898,89.83333333333333,1,0,129.213
120,10186,196.0,2.0,882,87.66666666666667,2,1,202.893
120,11041,196.0,2.0,922,88.66666666666667,2,1,18.526
120,10118,196.0,2.0,860,86.0,2,1,76.219
120,11145,196.0,2.0,903,90.33333333333333,2,1,129.213
120,10069,196.0,3.0,907,90.0,3,1,82.268
120,10628,196.0,3.0,913,90.33333333333333,3,1,198.367
120,10324,196.0,2.0,865,90.0,2,1,44.036
119,10133,196.0,2.0,878,87.83333333333333,2,1,101.274
120,10939,196.0,2.0,897,89.66666666666667,2,1,93.401
120,10360,196.0,3.0,917,88.83333333333333,3,1,12.341
120,10088,196.0,2.0,918,90.16666666666667,2,1,70.198
120,10331,196.0,1.0,928,92.66666666666667,1,1,47.066
120,11011,196.0,1.0,908,88.66666666666667,1,1,21.04
120,11026,196.0,2.0,943,87.33333333333333,2,1,66.487
120,10200,196.0,1.0,963,95.66666666666667,8,0,15.182
120,10084,196.0,3.0,920,90.0,3,1,111.505
120,10687,196.0,1.0,887,87.66666666666667,1,1,48.217
120,10791,196.0,1.0,898,89.83333333333333,1,1,455.787
120,10360,196.0,1.0,938,92.66666666666667,1,1,21.165
120,10434,196.0,1.0,870,87.0,1,1,49.865
120,11021,196.0,2.0,808,79.33333333333333,3,0,96.043
120,10292,196.0,1.0,923,92.33333333333333,1,1,734.777
120,10765,196.0,2.0,860,85.0,2,1,50.384
120,10786,196.0,5.0,892,88.66666666666667,5,1,53.716
120,11023,196.0,1.0,910,90.66666666666667,1,1,44.127
120,10090,196.0,1.0,965,95.33333333333333,1,1,48.809
119,10596,196.0,1.0,922,90.66666666666667,1,1,78.822
120,10888,196.0,2.0,915,90.0,2,1,82.229
119,10007,196.0,8.0,867,86.66666666666667,8,0,69.301
119,10976,196.0,3.0,852,85.16666666666667,3,1,153.369
119,10089,196.0,1.0,828,82.83333333333333,1,0,102.72
120,10384,196.0,4.0,983,98.33333333333333,4,1,73.9
119,10481,196.0,3.0,865,85.5,3,1,78.844
119,10057,196.0,1.0,908,90.0,1,1,57.272
119,10495,196.0,2.0,882,85.0,4,0,6.603
119,10122,196.0,3.0,932,88.83333333333333,3,1,65.837
119,10764,196.0,1.0,940,93.16666666666667,1,1,44.362
120,11145,196.0,3.0,873,83.66666666666667,2,0,129.213
120,10434,196.0,2.0,875,87.5,2,1,49.865
120,10798,196.0,3.0,942,92.83333333333333,3,1,36.861
120,10007,196.0,1.0,865,86.5,1,0,69.301
120,10006,196.0,5.0,935,87.83333333333333,5,1,44.386
120,11049,196.0,1.0,900,90.0,1,1,34.328
120,10966,196.0,1.0,907,87.83333333333333,1,1,77.8
119,11041,196.0,1.0,898,87.0,2,0,18.881
120,10919,196.0,3.0,873,87.33333333333333,3,1,267.329
119,10919,196.0,1.0,955,95.5,1,1,267.329
120,10055,196.0,6.0,790,77.5,6,0,
120,10084,196.0,2.0,898,88.16666666666667,2,1,95.795
120,10831,196.0,2.0,897,89.16666666666667,2,1,273.902
119,10413,196.0,2.0,925,89.5,2,1,44.386
120,10400,196.0,3.0,888,88.16666666666667,3,1,49.237
120,10434,196.0,1.0,895,89.5,1,1,49.865
120,10486,196.0,1.0,963,95.33333333333333,1,1,213.801
120,10175,196.0,3.0,875,88.0,3,1,95.795
120,10799,196.0,3.0,935,86.5,3,1,516.275
120,11011,196.0,2.0,867,86.16666666666667,1,0,19.322
120,10119,196.0,2.0,902,87.0,1,0,44.386
120,10126,196.0,2.0,863,84.66666666666667,2,1,94.663
120,10862,196.0,1.0,900,90.0,1,1,447.492
120,10143,196.0,2.0,0,91.6,2,1,149.33
120,10007,196.0,1.0,857,84.66666666666667,5,0,69.301
119,10616,196.0,3.0,775,73.16666666666667,3,0,122.771
120,11135,196.0,3.0,917,89.5,3,1,106.86
119,10016,196.0,1.0,932,92.16666666666667,2,0,202.554
119,10850,196.0,2.0,930,87.66666666666667,2,1,323.122
120,10283,196.0,1.0,930,92.0,1,1,437.696
120,10779,196.0,5.0,863,83.83333333333333,1,0,70.914
120,10079,196.0,1.0,907,90.66666666666667,1,1,65.837
120,11011,196.0,1.0,975,97.0,1,1,17.022
120,10827,196.0,1.0,917,91.66666666666667,1,1,339.69
119,10039,196.0,3.0,892,89.16666666666667,3,1,63.7
119,10400,196.0,1.0,890,87.5,1,1,50.891
120,10841,196.0,3.0,875,87.5,3,1,73.8
120,10272,196.0,1.0,927,91.83333333333333,1,1,53.716
119,10006,196.0,3.0,942,93.66666666666667,2,0,12.341
120,11026,196.0,1.0,925,91.66666666666667,1,1,57.793
120,10764,196.0,3.0,927,91.83333333333333,3,1,58.645
119,10764,196.0,1.0,962,96.0,4,0,58.645
120,10781,196.0,6.0,873,87.33333333333333,6,1,29.132
120,10557,196.0,2.0,927,92.66666666666667,2,1,26.523
120,10341,196.0,2.0,900,88.16666666666667,2,1,44.036
119,10200,196.0,1.0,897,89.66666666666667,1,1,58.645
120,10136,196.0,2.0,927,92.66666666666667,2,1,43.773
119,10078,196.0,8.0,892,88.0,8,1,14.672
120,10545,196.0,4.0,913,86.83333333333333,4,1,148.182
119,10711,196.0,4.0,975,97.5,2,0,120.785
120,11149,196.0,1.0,805,80.5,2,0,74.524
119,10136,196.0,1.0,910,89.0,1,1,43.773
119,10568,196.0,3.0,953,92.16666666666667,3,1,89.771
120,10120,196.0,3.0,913,90.16666666666667,3,1,132.428
120,10613,196.0,2.0,860,83.83333333333333,2,1,117.408
120,10170,196.0,3.0,902,90.16666666666667,3,0,86.654
120,10130,196.0,5.0,913,88.16666666666667,5,1,21.04
119,10140,196.0,2.0,948,92.16666666666667,4,0,101.898
120,10464,196.0,4.0,923,89.5,2,0,93.422
120,10779,196.0,4.0,907,89.66666666666667,4,1,56.209
120,10550,196.0,1.0,890,89.0,1,1,142.918
119,10198,196.0,3.0,873,85.83333333333333,3,1,117.408
120,11048,196.0,3.0,897,89.66666666666667,3,1,88.169
120,10079,196.0,1.0,875,87.5,1,1,69.821
119,10841,196.0,3.0,870,85.16666666666667,1,0,76.107
120,11020,196.0,1.0,863,84.33333333333333,2,0,27.328
120,10495,196.0,1.0,933,93.33333333333333,1,1,8.381
120,10792,196.0,1.0,907,90.66666666666667,1,1,37.914
120,10200,196.0,2.0,878,86.16666666666667,1,0,7.135
119,10140,196.0,8.0,803,80.0,1,0,101.898
120,10717,196.0,2.0,910,89.5,2,1,36.619
120,10203,196.0,5.0,868,83.83333333333333,5,1,48.809
120,10205,196.0,3.0,873,85.66666666666667,3,1,48.809
119,10436,196.0,1.0,872,86.0,1,1,72.9
120,10918,196.0,1.0,900,89.83333333333333,1,1,56.791
120,11135,196.0,3.0,912,89.83333333333333,3,1,101.274
119,10197,196.0,5.0,953,93.5,5,1,149.33
120,10898,196.0,1.0,910,91.0,1,1,119.227
120,10149,196.0,2.0,915,91.5,2,1,96.7
120,10708,196.0,1.0,958,90.0,1,1,185.795
119,11021,196.0,1.0,982,96.66666666666667,1,1,36.861
120,10084,196.0,4.0,918,89.66666666666667,4,1,95.795
120,10044,196.0,3.0,853,85.33333333333333,3,0,21.165
120,10044,196.0,1.0,753,75.33333333333333,4,0,58.645
120,10610,196.0,3.0,852,80.83333333333333,1,0,28.251
120,10610,196.0,1.0,888,88.0,2,0,28.251
120,10610,196.0,1.0,868,85.66666666666667,2,0,12.637
119,10610,196.0,1.0,935,92.83333333333333,2,0,12.637
119,10610,196.0,2.0,863,86.33333333333333,1,0,28.251
120,10690,196.0,1.0,912,91.0,1,1,152.363
120,10023,196.0,3.0,903,87.83333333333333,3,1,80.095
120,10715,196.0,2.0,927,87.33333333333333,2,1,134.016
120,10966,196.0,2.0,928,89.5,2,1,69.821
119,10204,196.0,1.0,895,87.83333333333333,1,1,73.063
120,10571,196.0,2.0,802,80.16666666666667,2,0,78.822
120,10781,196.0,5.0,920,88.83333333333333,5,1,21.165
120,10758,196.0,1.0,933,92.66666666666667,1,1,329.059
120,11043,196.0,2.0,933,93.33333333333333,2,1,58.494
119,10580,196.0,4.0,950,89.5,4,1,339.69
120,10799,196.0,3.0,897,89.0,3,1,516.275
119,10007,196.0,3.0,852,85.16666666666667,3,1,69.301
119,10007,196.0,6.0,903,90.33333333333333,6,1,69.301
120,10283,196.0,3.0,922,92.16666666666667,3,1,437.696
120,10316,196.0,2.0,900,90.0,2,1,50.5
119,10738,196.0,1.0,953,94.66666666666667,1,1,35.959
120,10721,196.0,2.0,893,86.16666666666667,2,1,69.821
119,10170,196.0,3.0,870,87.4,1,0,86.654
120,10666,196.0,1.0,897,88.83333333333333,1,1,21.04
120,10773,196.0,4.0,918,90.0,4,1,4.295
120,11051,196.0,1.0,913,90.16666666666667,1,1,46.357
120,10850,196.0,3.0,885,88.8,3,1,323.122
120,10047,196.0,3.0,860,84.33333333333333,3,1,56.791
120,10111,196.0,1.0,853,85.33333333333333,1,0,78.844
119,10055,196.0,1.0,927,88.66666666666667,1,1,79.807
119,10603,196.0,1.0,930,91.0,1,1,18.881
120,10329,196.0,4.0,955,95.16666666666667,7,0,77.8
