GEND,SCHOOL,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED
120,11140,196.0,5.0,852,83.66666666666667,5,1
120,10302,196.0,2.0,882,86.16666666666667,2,1
119,10214,196.0,2.0,932,91.83333333333333,2,1
119,11148,196.0,1.0,885,88.5,1,1
120,11140,196.0,7.0,858,85.16666666666667,7,1
120,11140,196.0,5.0,853,85.33333333333333,5,1
120,10737,196.0,2.0,878,86.5,2,1
120,11219,196.0,2.0,842,84.16666666666667,2,1
119,11219,196.0,2.0,828,82.83333333333333,2,1
120,11090,196.0,4.0,813,68.5,4,1
120,10235,196.0,1.0,842,84.16666666666667,1,1
119,10234,196.0,2.0,948,93.66666666666667,2,1
120,11238,196.0,1.0,885,88.5,2,0
119,10356,196.0,1.0,828,81.33333333333333,1,1
120,10611,196.0,1.0,953,95.33333333333333,1,1
120,11094,196.0,1.0,863,86.33333333333333,1,1
120,11199,196.0,1.0,792,79.16666666666667,1,0
120,10331,196.0,1.0,837,70.33333333333333,2,0
120,10348,196.0,1.0,905,90.0,1,1
120,10218,196.0,2.0,817,80.83333333333333,2,1
120,10648,196.0,3.0,882,80.0,3,1
119,10750,196.0,2.0,958,94.66666666666667,2,1
120,10258,196.0,1.0,803,14.333333333333334,1,1
120,10229,196.0,1.0,817,68.5,1,1
120,10324,196.0,6.0,847,15.833333333333334,6,1
119,11148,196.0,9.0,817,69.0,10,0
119,11024,196.0,3.0,953,95.16666666666667,3,1
120,10383,196.0,3.0,872,85.16666666666667,3,1
120,10428,196.0,3.0,923,15.833333333333334,3,1
120,10516,196.0,2.0,922,83.66666666666667,2,1
119,10215,196.0,2.0,873,84.66666666666667,2,1
120,10247,196.0,2.0,857,82.5,2,1
120,10834,196.0,3.0,910,90.16666666666667,3,1
120,10213,196.0,3.0,858,85.83333333333333,3,1
120,10905,196.0,1.0,892,84.33333333333333,1,1
120,10663,196.0,2.0,840,84.0,2,1
120,10883,196.0,2.0,820,82.0,1,0
120,11242,196.0,1.0,943,94.0,1,1
120,11023,196.0,2.0,892,87.5,2,1
120,10775,196.0,1.0,852,85.16666666666667,1,1
119,10302,196.0,4.0,898,89.83333333333333,4,1
120,11245,196.0,1.0,885,87.16666666666667,1,1
120,10243,196.0,5.0,895,75.66666666666667,5,1
119,10215,196.0,1.0,888,85.0,2,0
120,10384,196.0,2.0,822,81.16666666666667,2,1
120,11026,196.0,1.0,830,81.16666666666667,1,1
120,10267,196.0,2.0,875,85.16666666666667,2,1
120,11053,196.0,2.0,855,15.833333333333334,2,1
120,10478,196.0,2.0,788,78.83333333333333,2,0
119,10230,196.0,3.0,907,88.66666666666667,3,1
119,10350,196.0,3.0,995,98.66666666666667,3,1
120,10722,196.0,2.0,927,91.16666666666667,2,1
120,10215,196.0,1.0,833,83.33333333333333,1,1
119,11043,196.0,1.0,897,89.0,1,1
120,10384,196.0,1.0,845,83.0,1,1
120,10436,196.0,1.0,958,95.16666666666667,1,1
120,10290,196.0,1.0,845,83.0,1,1
120,10341,196.0,2.0,773,75.16666666666667,2,0
120,10598,196.0,1.0,845,81.16666666666667,1,1
120,11189,196.0,2.0,908,90.5,2,1
120,10996,196.0,3.0,968,95.66666666666667,3,1
120,10996,196.0,2.0,962,95.0,2,1
119,10434,196.0,2.0,843,81.83333333333333,1,0
120,10341,196.0,2.0,825,81.16666666666667,2,1
120,10636,196.0,5.0,913,85.5,5,1
120,11024,196.0,1.0,868,86.83333333333333,1,1
119,10739,196.0,5.0,863,84.33333333333333,1,0
119,10436,196.0,2.0,958,94.5,2,1
120,10598,196.0,1.0,938,93.0,1,1
120,10546,196.0,4.0,822,82.16666666666667,4,1
119,10858,196.0,6.0,930,91.66666666666667,6,1
120,10209,196.0,1.0,833,82.16666666666667,1,1
119,10215,196.0,1.0,912,90.33333333333333,1,1
120,10384,196.0,3.0,843,84.16666666666667,3,1
120,10215,196.0,1.0,848,84.33333333333333,1,1
120,10700,196.0,2.0,973,97.16666666666667,2,1
120,10561,196.0,2.0,910,90.83333333333333,2,1
120,10253,196.0,2.0,903,86.83333333333333,2,1
120,10215,196.0,2.0,878,78.83333333333333,1,0
120,10214,196.0,1.0,955,93.16666666666667,1,1
120,10687,196.0,3.0,882,85.5,3,1
120,11043,196.0,2.0,803,80.33333333333333,2,1
120,10948,196.0,2.0,900,84.66666666666667,2,1
120,10209,196.0,1.0,822,79.66666666666667,1,1
120,10495,196.0,2.0,915,87.0,7,0
119,10223,196.0,7.0,930,91.5,7,1
120,10540,196.0,3.0,850,82.33333333333333,3,1
120,10410,196.0,1.0,865,84.33333333333333,1,1
119,10545,196.0,1.0,870,82.33333333333333,1,1
119,11054,196.0,3.0,908,90.0,3,1
120,10717,196.0,2.0,957,94.66666666666667,2,1
120,11090,196.0,1.0,892,87.33333333333333,1,1
120,11189,196.0,3.0,957,93.33333333333333,3,1
119,10343,196.0,5.0,828,66.66666666666667,5,1
120,10215,196.0,1.0,813,81.33333333333333,1,1
