GEND,SCHOOL,ZIP3,CONFUNI,CONFCHOIC,WAVERG2,AVG,PREF,ACCEPTED,DIST
120,11054,M4W,178.0,3.0,890,86.0,6,0,78.844
120,10817,N6P,179.0,1.0,872,86.0,2,0,132.393
119,10837,M9V,194.0,1.0,880,82.0,2,0,68.4
119,10918,M9A,178.0,2.0,873,85.33333333333333,3,0,61.478
120,10616,N6J,,,820,78.83333333333333,3,0,128.414
120,11164,,194.0,1.0,907,88.0,2,0,
120,11140,M3H,178.0,4.0,922,90.83333333333333,6,0,77.395
120,10429,L6H,194.0,3.0,867,85.16666666666667,2,0,35.959
120,10223,L5L,191.0,2.0,952,93.33333333333333,1,0,43.375
120,10530,N2L,178.0,1.0,908,90.83333333333333,3,0,74.62
120,11015,L1N,179.0,1.0,875,85.83333333333333,4,0,122.939
119,10223,L6J,179.0,2.0,822,82.16666666666667,4,0,36.619
120,10434,L5B,190.0,1.0,803,78.5,2,0,49.865
120,10690,L0C,181.0,2.0,765,75.66666666666667,3,0,163.591
120,10459,N2K,178.0,1.0,935,93.5,3,0,71.053
120,10546,N5A,191.0,1.0,908,90.66666666666667,3,0,105.998
120,10528,N1C,178.0,5.0,925,90.66666666666667,3,0,44.127
120,10215,L9B,178.0,1.0,905,90.5,2,0,14.672
120,10313,,193.0,6.0,825,81.33333333333333,1,0,
120,10806,L2A,197.0,4.0,773,77.33333333333333,2,0,112.88
120,10455,L1C,193.0,3.0,942,94.16666666666667,2,0,142.509
120,11237,K6H,199.0,1.0,827,82.66666666666667,3,0,503.542
119,10358,,178.0,2.0,952,95.16666666666667,4,0,
119,10407,L9Y,191.0,1.0,950,95.0,3,0,182.004
120,10837,M9V,,,0,67.0,5,0,68.4
120,10444,K7C,199.0,1.0,748,74.66666666666667,2,0,421.193
120,10767,N5Y,179.0,1.0,822,82.16666666666667,2,0,128.322
120,11063,P9N,,,903,89.5,2,0,1846.962
119,10918,M9B,194.0,3.0,870,84.0,8,0,57.793
