YEAR,RECNO,SCHOOL,SBOARD,REGBOARD,CNTYBOARD,GEND,BIRTHY,RESPROV,RESCNTY,ZIP3,RESCOUNT,RESRGN,STATUS,CIT,CITRGN,LANG,APPCAT,CONFUNI,CONFPR,CONFPRG,CONLEV,CONFT,CONFCHOIC,REGUNI,REGPR,REGPRG,REGLEV,REGT,REGCHOIC,SECORCOD1,SECORC1,SECORM1,SECORCOD2,SECORC2,SECORM2,SECORCOD3,SECORC3,SECORM3,SECORCOD4,SECORC4,SECORM4,SECORCOD5,SECORC5,SECORM5,SECORCOD6,SECORC6,SECORM6,SECORCOD7,SECORC7,SECORM7,SECORCOD8,SECORC8,SECORM8,SECORCOD9,SECORC9,SECORM9,SECORCOD10,SECORC10,SECORM10,SECORCOD11,SECORC11,SECORM11,SECORCOD12,SECORC12,SECORM12,YRSSCH,NOAC,TOTOAC,WAVERG1,WAVERG2,MOI,CHOIC1,DUNI1,DPRO1,DPG1,DFS1,DENR1,DMAJ1,DCOOP1,DLEV1,UDEC1,PRO1,PRGO1,DENRD1,DLEVD1,CONIND1,REGIND1,CHOIC2,DUNI2,DPRO2,DPG2,DFS2,DENR2,DMAJ2,DCOOP2,DLEV2,UDEC2,PRO2,PRGO2,DENRD2,DLEVD2,CONIND2,REGIND2,CHOIC3,DUNI3,DPRO3,DPG3,DFS3,DENR3,DMAJ3,DCOOP3,DLEV3,UDEC3,PRO3,PRGO3,DENRD3,DLEVD3,CONIND3,REGIND3,CHOIC4,DUNI4,DPRO4,DPG4,DFS4,DENR4,DMAJ4,DCOOP4,DLEV4,UDEC4,PRO4,PRGO4,DENRD4,DLEVD4,CONIND4,REGIND4,CHOIC5,DUNI5,DPRO5,DPG5,DFS5,DENR5,DMAJ5,DCOOP5,DLEV5,UDEC5,PRO5,PRGO5,DENRD5,DLEVD5,CONIND5,REGIND5,CHOIC6,DUNI6,DPRO6,DPG6,DFS6,DENR6,DMAJ6,DCOOP6,DLEV6,UDEC6,PRO6,PRGO6,DENRD6,DLEVD6,CONIND6,REGIND6,CHOIC7,DUNI7,DPRO7,DPG7,DFS7,DENR7,DMAJ7,DCOOP7,DLEV7,UDEC7,PRO7,PRGO7,DENRD7,DLEVD7,CONIND7,REGIND7,CHOIC8,DUNI8,DPRO8,DPG8,DFS8,DENR8,DMAJ8,DCOOP8,DLEV8,UDEC8,PRO8,PRGO8,DENRD8,DLEVD8,CONIND8,REGIND8,CHOIC9,DUNI9,DPRO9,DPG9,DFS9,DENR9,DMAJ9,DCOOP9,DLEV9,UDEC9,PRO9,PRGO9,DENRD9,DLEVD9,CONIND9,REGIND9,CHOIC10,DUNI10,DPRO10,DPG10,DFS10,DENR10,DMAJ10,DCOOP10,DLEV10,UDEC10,PRO10,PRGO10,DENRD10,DLEVD10,CONIND10,REGIND10,CHOIC11,DUNI11,DPRO11,DPG11,DFS11,DENR11,DMAJ11,DCOOP11,DLEV11,UDEC11,PRO11,PRGO11,DENRD11,DLEVD11,CONIND11,REGIND11,CHOIC12,DUNI12,DPRO12,DPG12,DFS12,DENR12,DMAJ12,DCOOP12,DLEV12,UDEC12,PRO12,PRGO12,DENRD12,DLEVD12,CONIND12,REGIND12,CHOIC13,DUNI13,DPRO13,DPG13,DFS13,DENR13,DMAJ13,DCOOP13,DLEV13,UDEC13,PRO13,PRGO13,DENRD13,DLEVD13,CONIND13,REGIND13,CHOIC14,DUNI14,DPRO14,DPG14,DFS14,DENR14,DMAJ14,DCOOP14,DLEV14,UDEC14,PRO14,PRGO14,DENRD14,DLEVD14,CONIND14,REGIND14,CHOIC15,DUNI15,DPRO15,DPG15,DFS15,DENR15,DMAJ15,DCOOP15,DLEV15,UDEC15,PRO15,PRGO15,DENRD15,DLEVD15,CONIND15,REGIND15,CHOIC16,DUNI16,DPRO16,DPG16,DFS16,DENR16,DMAJ16,DCOOP16,DLEV16,UDEC16,PRO16,PRGO16,DENRD16,DLEVD16,CONIND16,REGIND16,CHOIC17,DUNI17,DPRO17,DPG17,DFS17,DENR17,DMAJ17,DCOOP17,DLEV17,UDEC17,PRO17,PRGO17,DENRD17,DLEVD17,CONIND17,REGIND17,CHOIC18,DUNI18,DPRO18,DPG18,DFS18,DENR18,DMAJ18,DCOOP18,DLEV18,UDEC18,PRO18,PRGO18,DENRD18,DLEVD18,CONIND18,REGIND18,CHOIC19,DUNI19,DPRO19,DPG19,DFS19,DENR19,DMAJ19,DCOOP19,DLEV19,UDEC19,PRO19,PRGO19,DENRD19,DLEVD19,CONIND19,REGIND19,CHOIC20,DUNI20,DPRO20,DPG20,DFS20,DENR20,DMAJ20,DCOOP20,DLEV20,UDEC20,PRO20,PRGO20,DENRD20,DLEVD20,CONIND20,REGIND20
2014,831471,10342,7007,6013,5013,120,1995,125,143,M1J,20042,210,2,20094,201,3,1,196,SIA,274,1,F,5,196,SIA,274,1,F,5,AVI4M,100,89,CIA4U,100,86,ENG4U,100,81,EWC4U,100,86,MCV4U,100,93,MHF4U,100,97,SBI4U,100,91,SCH4U,100,92,SPH4U,100,90,,,,,,,,,,1,9,900,0,920,,1,178,KSO,274,1,F,,1,1,2,,300,,,N,N,2,194,OS,274,1,F,98648,,1,1,OPX,277,F,1,N,N,3,191,ZI,274,1,F,94598,,1,1,ZI,274,F,1,N,N,4,178,KS,235,1,F,99974,1,1,1,KSI,235,F,1,N,N,5,196,SIA,274,1,F,98648,1,1,1,SIA,274,F,1,Y,Y,6,177,BIH,274,1,F,,,1,1,BIH,274,F,1,N,N,7,178,KS,235,1,F,99974,,1,1,KSI,235,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831449,11238,7010,6032,5032,120,1994,121,147,,20027,201,2,20094,201,3,1,178,KSI,235,1,F,3,,,300,,,,BOH4M,100,80,ENG4U,100,80,ICS4U,100,97,MCV4U,100,94,MHF4U,100,97,SCH4U,100,88,SPH4U,100,86,,,,,,,,,,,,,,,,1,7,700,0,903,,1,178,KKC,274,1,F,,1,1,2,,300,,,N,N,2,194,OD,274,1,F,91856,,1,1,OSF,277,F,1,N,N,3,178,KNA,235,1,F,,1,1,1,KSI,235,F,1,Y,N,4,196,SIA,274,1,F,94370,1,1,2,,300,,,N,N,5,179,II,274,1,F,99361,,1,1,II,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831453,11140,7007,6013,5013,120,1994,125,143,M3H,20042,210,2,20094,201,3,1,,,300,,,,,,300,,,,CGW4U,100,,MCV4U,100,,MHF4U,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,1,178,KKW,274,1,F,,1,1,2,,300,,,N,N,2,196,SIA,274,1,F,97954,1,1,2,,300,,,N,N,3,194,OI,274,1,F,94160,,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831451,10607,7039,6053,5053,120,1996,125,185,K2S,20042,210,0,20131,211,1,1,196,SIA,274,1,F,2,196,SIA,274,1,F,2,ADD4M,100,95,ATC4M,100,88,ENG4U,100,87,FIF4U2,100,78,MCV4U,100,82,MHF4U,100,80,SCH4U,100,92,SPH4U,100,77,,,,,,,,,,,,,4,8,800,873,873,,1,191,ZI,274,1,F,99963,,1,2,,300,,,N,N,2,196,SIA,274,1,F,99963,1,1,1,SIA,274,F,1,Y,Y,3,194,OIR,274,1,F,,,1,1,OPX,277,F,1,N,N,4,197,VNR,274,1,F,,,1,1,VNR,274,F,1,N,N,5,199,AIX,274,1,F,,1,1,1,AIX,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831399,10996,7007,6013,5013,119,1995,121,147,,20027,201,2,20094,201,3,1,,,300,,,,,,300,,,,AMI4M,100,91,AMV4M,100,94,CIA4U,100,75,ENG4U,100,77,MCV4U,100,84,MHF4U,100,92,SCH4U,100,94,SPH4U,100,96,,,,,,,,,,,,,2,8,800,0,918,,1,194,OI,274,1,F,94163,,1,2,,300,,,N,N,2,178,KY,274,1,F,,1,1,2,,300,,,N,N,3,191,ZI,274,1,F,97954,,1,2,,300,,,N,N,4,193,REI,274,1,W,,1,1,2,,300,,,N,N,5,196,SIA,274,1,F,97954,1,1,2,,300,,,N,N,6,199,AIW,274,1,W,,1,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831397,11140,7007,6013,5013,120,1996,125,143,M3H,20042,210,2,20094,201,3,1,178,KSW,235,1,F,2,178,KSW,235,1,F,2,CGW4U,100,80,CHI4U,100,85,ENG4U,100,76,MCV4U,100,100,MHF4U,100,98,SCH4U,100,91,SPH4U,100,95,,,,,,,,,,,,,,,,1,7,700,0,915,,1,178,KS,235,1,F,99998,1,1,1,KS,235,F,1,N,N,2,178,KSW,235,1,F,,1,1,1,KSW,235,F,1,Y,Y,3,178,KNH,235,1,F,,1,1,1,KSN,235,F,1,N,N,4,194,OXV,277,1,F,99998,,1,1,OXV,277,F,1,N,N,5,196,SIA,274,1,F,97954,1,1,1,SIA,274,F,1,N,N,6,179,IP,277,1,F,99998,,1,1,IP,277,F,1,N,N,7,196,SF,277,1,F,91665,,1,1,SF,277,F,1,N,N,8,194,OPB,248,1,F,99909,1,1,1,OPS,275,F,1,N,N,9,194,OSI,275,1,F,99578,,1,1,OSI,275,F,1,N,N,10,196,SN,275,1,F,99997,,1,1,SN,275,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831396,10297,7034,6028,5028,119,1996,125,160,N7A,20042,210,0,20131,211,1,1,197,VNR,274,1,F,4,197,VNR,274,1,F,4,BAT4M,100,90,CLN4U,100,89,ENG4U,100,85,HRE4M,100,90,MCV4U,100,85,MHF4U,100,88,SCH4U,100,82,SPH4U,100,73,,,,,,,,,,,,,4,8,800,867,878,,1,196,SIA,274,1,F,99963,1,1,1,SIA,274,F,1,N,N,2,194,OHA,275,1,F,,,1,1,OHA,275,F,1,N,N,3,191,ZI,274,1,F,99963,,1,2,,300,,,N,N,4,197,VNR,274,1,F,,,1,1,VNR,274,F,1,Y,Y,5,197,VND,275,1,F,,1,1,2,,300,,,N,N,6,194,OIR,274,1,F,,,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831375,11238,7010,6032,5032,120,1994,125,165,L0R,20042,210,2,20094,201,3,1,178,KKU,274,1,F,2,178,KKU,274,1,F,2,AMV4M,100,96,CIA4U,100,90,ENG4U,100,71,MCV4U,100,94,MDM4U,100,94,MHF4U,100,97,SCH4U,100,85,SPH4U,100,81,,,,,,,,,,,,,2,8,800,0,927,,1,194,OS,274,1,F,94793,,1,2,,300,,,N,N,2,178,KKU,274,1,F,,1,1,1,KKU,274,F,1,Y,Y,3,196,SIA,274,1,F,99719,1,1,1,SIA,274,F,1,N,N,4,194,OHA,275,1,F,,,1,2,,300,,,N,N,5,175,GNH,275,1,F,,,1,1,GWN,279,F,1,N,N,6,179,IY,275,1,F,91816,,1,1,IY,275,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831374,11140,7007,6013,5013,119,1996,125,143,M3H,20042,210,2,20094,201,3,1,194,OTH,279,1,F,3,,,300,,,,CGW4U,100,72,CHI4U,100,80,ENG4U,100,77,MCV4U,100,87,MHF4U,100,90,SCH4U,100,88,SPH4U,100,93,,,,,,,,,,,,,,,,1,7,700,0,858,,1,178,KII,274,1,F,,1,1,2,,300,,,N,N,2,194,OL,274,1,F,,,1,1,OS,274,F,1,N,N,3,194,OTH,279,1,F,,,1,1,OTH,279,F,1,Y,N,4,196,SIA,274,1,F,99944,1,1,1,SIA,274,F,1,N,N,5,194,OPA,277,1,F,99361,1,1,1,OPA,277,F,1,N,N,6,190,PHY,294,1,F,,,1,2,,300,,,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
2014,831382,10611,7040,6033,5033,120,1995,125,165,L2M,20042,210,0,20131,211,1,1,197,VNE,274,1,F,2,197,VNE,274,1,F,2,AMG4M,100,96,ENG4U,100,90,FEF4U2,100,76,IDC4U,100,99,MCV4U,100,91,MHF4U,100,92,SBI4U,100,90,SCH4U,100,91,SPH4U,100,86,,,,,,,,,,5,9,900,0,932,,1,196,SIA,274,1,F,94964,1,1,1,SIA,274,F,1,N,N,2,197,VNE,274,1,F,,1,1,1,VNE,274,F,1,Y,Y,3,190,PNE,274,1,F,,,1,1,PNE,274,F,1,N,N,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,,,,,300,,,,
